FGB ID	Number of Families	Family names
FGB2598	2	f__Gallionellaceae,f__Thiobacillaceae
FGB2603	7	f__Myxococcales_unclassified,f__Gemmatimonadaceae,f__Sandaracinaceae,f__Nannocystaceae,f__Anaeromyxobacteraceae,f__Polyangiaceae,f__Kofleriaceae
FGB2604	2	f__Archangiaceae,f__Myxococcaceae
FGB2609	3	f__Patulibacteraceae,f__Thermoleophilaceae,f__Conexibacteraceae
FGB2623	1	f__Thiotrichaceae
FGB2637	1	f__Pseudomonadaceae
FGB2638	1	f__Oceanospirillaceae
FGB2639	1	f__Oceanospirillaceae
FGB2641	1	f__Oceanospirillaceae
FGB2642	1	f__Oceanospirillaceae
FGB2645	1	f__Hahellaceae
FGB2657	1	f__Nitrosomonadaceae
FGB2658	1	f__Nitrosomonadaceae
FGB2659	1	f__Nitrosomonadaceae
FGB2660	1	f__Nitrosomonadaceae
FGB2661	1	f__Nitrosomonadaceae
FGB2662	1	f__Nitrosomonadaceae
FGB2663	1	f__Gloeobacteraceae
FGB2664	1	f__Synechococcaceae
FGB2665	3	f__Coleofasciculaceae,f__Leptolyngbyaceae,f__Oscillatoriaceae
FGB2669	1	f__Synechococcaceae
FGB2671	1	f__Leptolyngbyaceae
FGB2674	1	f__Synechococcaceae
FGB2677	1	f__Pseudanabaenaceae
FGB2680	1	f__Oscillatoriaceae
FGB2681	2	f__Coleofasciculaceae,f__Microcoleaceae
FGB2683	2	f__Microcoleaceae,f__Oscillatoriaceae
FGB2684	1	f__Microcoleaceae
FGB2685	2	f__Microcoleaceae,f__Oscillatoriaceae
FGB2686	2	f__Microcoleaceae,f__Oscillatoriaceae
FGB2688	1	f__Nostocaceae
FGB2689	1	f__Hydrococcaceae
FGB2690	3	f__Chroococcidiopsidaceae,f__Chroococcaceae,f__Chroococcales_unclassified
FGB2691	1	f__Calotrichaceae
FGB2692	2	f__Aphanizomenonaceae,f__Nostocaceae
FGB2693	8	f__Calotrichaceae,f__Aphanizomenonaceae,f__Nostocaceae,f__Scytonemataceae,f__Tolypothrichaceae,f__Rivulariaceae,f__Nostocales_unclassified,f__Hapalosiphonaceae
FGB2694	1	f__Leptolyngbyaceae
FGB2697	2	f__Chroococcaceae,f__Cyanobacteriaceae
FGB2700	1	f__Microcystaceae
FGB2701	1	f__Aphanothecaceae
FGB2702	2	f__Synechococcaceae,f__Aphanothecaceae
FGB2703	2	f__Dermocarpellaceae,f__Chroococcaceae
FGB2705	1	f__Merismopediaceae
FGB2706	3	f__Synechococcaceae,f__Pseudanabaenaceae,f__Leptolyngbyaceae
FGB2709	2	f__Burkholderiaceae,f__Betaproteobacteria_unclassified
FGB2711	1	f__Oceanospirillaceae
FGB2712	1	f__Oceanospirillaceae
FGB2714	1	f__Leptospiraceae
FGB2715	1	f__Leptospiraceae
FGB2716	1	f__Leptospiraceae
FGB2717	1	f__Ectothiorhodospiraceae
FGB2724	1	f__Acidithiobacillaceae
FGB2725	1	f__Thiotrichaceae
FGB2731	1	f__Legionellaceae
FGB2735	3	f__Bacteria_unclassified,f__Methylococcaceae,f__Gammaproteobacteria_unclassified
FGB2736	4	f__Idiomarinaceae,f__Alteromonadaceae,f__Gammaproteobacteria_unclassified,f__Piscirickettsiaceae
FGB2737	1	f__Spirochaetaceae
FGB2741	2	f__Gottschalkiaceae,f__Thiotrichaceae
FGB2745	1	f__Thiotrichaceae
FGB2755	1	f__Cellvibrionaceae
FGB2759	1	f__Oceanospirillaceae
FGB2761	1	f__Endozoicomonadaceae
FGB2764	1	f__Oleiphilaceae
FGB2767	1	f__Oceanospirillaceae
FGB2775	1	f__Mariprofundaceae
FGB2778	1	f__Chromatiaceae
FGB2779	1	f__Crenotrichaceae
FGB2782	1	f__Methylococcaceae
FGB2784	1	f__Methylococcaceae
FGB2785	1	f__Legionellaceae
FGB2792	1	f__Thiotrichaceae
FGB2797	1	f__Coxiellaceae
FGB2798	1	f__Piscirickettsiaceae
FGB2803	2	f__Hungateiclostridiaceae,f__Clostridiaceae
FGB2812	1	f__Piscirickettsiaceae
FGB2813	1	f__Piscirickettsiaceae
FGB2814	1	f__Alteromonadaceae
FGB2816	1	f__Colwelliaceae
FGB2817	1	f__Pseudoalteromonadaceae
FGB2818	1	f__Pseudoalteromonadaceae
FGB2892	2	f__Catabacteriaceae,f__Christensenellaceae
FGB2991	2	f__Atopobiaceae,f__Coriobacteriaceae
FGB2993	2	f__Eggerthellaceae,f__Coriobacteriaceae
FGB3001	1	f__Ruminococcaceae
FGB3014	2	f__Clostridiaceae,f__Ruminococcaceae
FGB3046	1	f__Ruminococcaceae
FGB3052	1	f__Clostridiaceae
FGB3056	3	f__Oscillospiraceae,f__Ruminococcaceae,f__Clostridiales_unclassified
FGB3057	1	f__Ruminococcaceae
FGB3058	1	f__Ruminococcaceae
FGB3067	1	f__Clostridiales_unclassified
FGB3076	2	f__Desulfovibrionaceae,f__Desulfomicrobiaceae
FGB3078	1	f__Desulfovibrionaceae
FGB3082	1	f__Actinomycetaceae
FGB3083	1	f__Actinomycetaceae
FGB3084	1	f__Propionibacteriaceae
FGB3085	1	f__Bifidobacteriaceae
FGB3086	1	f__Synergistaceae
FGB3087	1	f__Synergistaceae
FGB3089	1	f__Synergistaceae
FGB3090	1	f__Rhodothermaceae
FGB3091	2	f__Rhodothermaceae,f__Rubricoccaceae
FGB3092	1	f__Rhodothermaceae
FGB3109	6	f__Tsukamurellaceae,f__Segniliparaceae,f__Mycobacteriaceae,f__Nocardiaceae,f__Gordoniaceae,f__Dietziaceae
FGB3110	2	f__Propionibacteriaceae,f__Bifidobacteriaceae
FGB3111	1	f__Actinomycetaceae
FGB3112	2	f__Propionibacteriaceae,f__Nocardioidaceae
FGB3113	2	f__Dermatophilaceae,f__Actinomycetaceae
FGB3115	31	f__Dermatophilaceae,f__Streptosporangiaceae,f__Cryptosporangiaceae,f__Nocardioidaceae,f__Nakamurellaceae,f__Frankiaceae,f__Ruaniaceae,f__Glycomycetaceae,f__Dermacoccaceae,f__Micromonosporaceae,f__Catenulisporaceae,f__Promicromonosporaceae,f__Beutenbergiaceae,f__Cellulomonadaceae,f__Demequinaceae,f__Intrasporangiaceae,f__Nocardiopsaceae,f__Nocardiaceae,f__Kineosporiaceae,f__Actinobacteria_unclassified,f__Streptomycetaceae,f__Actinomycetales_unclassified,f__Geodermatophilaceae,f__Actinopolysporaceae,f__Actinospicaceae,f__Thermomonosporaceae,f__Pseudonocardiaceae,f__Jiangellaceae,f__Micrococcales_unclassified,f__Bogoriellaceae,f__Sanguibacteraceae
FGB3118	1	f__Brevibacteriaceae
FGB3119	6	f__Corynebacteriaceae,f__Actinobacteria_unclassified,f__Micrococcaceae,f__Microbacteriaceae,f__Dermabacteraceae,f__Actinomycetales_unclassified
FGB3124	1	f__Propionibacteriaceae
FGB3125	1	f__Micrococcaceae
FGB3126	1	f__Micrococcaceae
FGB3129	1	f__Corynebacteriaceae
FGB3130	1	f__Corynebacteriaceae
FGB3131	1	f__Corynebacteriaceae
FGB3132	2	f__Corynebacteriaceae,f__Campylobacteraceae
FGB3133	1	f__Actinomycetaceae
FGB3134	1	f__Actinomycetaceae
FGB3135	1	f__Actinomycetaceae
FGB3136	4	f__Dermabacteraceae,f__Ruaniaceae,f__Micrococcaceae,f__Actinomycetaceae
FGB3137	1	f__Actinomycetaceae
FGB3138	1	f__Actinomycetaceae
FGB3139	1	f__Actinomycetaceae
FGB3142	1	f__Brevibacteriaceae
FGB3144	2	f__Jonesiaceae,f__Micrococcales_unclassified
FGB3147	1	f__Microbacteriaceae
FGB3150	1	f__Bifidobacteriaceae
FGB3152	1	f__Bifidobacteriaceae
FGB3153	2	f__Chlamydiaceae,f__Bifidobacteriaceae
FGB3165	1	f__Roseiflexaceae
FGB3167	1	f__Chloroflexaceae
FGB3168	1	f__Oscillochloridaceae
FGB3190	1	f__Chthonomonadaceae
FGB3262	1	f__Deinococcaceae
FGB3263	1	f__Thermaceae
FGB3264	1	f__Rubrobacteraceae
FGB3282	1	f__Gemmatimonadaceae
FGB3361	1	f__Ardenticatenaceae
FGB3364	1	f__Herpetosiphonaceae
FGB3393	1	f__Bdellovibrionaceae
FGB3408	1	f__Halobacteriovoraceae
FGB3409	1	f__Bacteriovoracaceae
FGB4069	1	f__Dehalococcoidaceae
FGB4070	1	f__Dehalococcoidia_unclassified
FGB4077	1	f__Aquificaceae
FGB4084	1	f__Aquificaceae
FGB4085	1	f__Hydrogenothermaceae
FGB4086	2	f__Hydrogenothermaceae,f__Aquificaceae
FGB4087	1	f__Candidatus_Kryptonia_unclassified
FGB4095	2	f__Haliscomenobacteraceae,f__Oscillatoriaceae
FGB4097	1	f__Leptolyngbyaceae
FGB4106	1	f__Prochloraceae
FGB4107	2	f__Prochloraceae,f__Synechococcaceae
FGB4117	1	f__Desulfurellaceae
FGB4119	1	f__Desulfovibrionaceae
FGB4122	1	f__Borreliaceae
FGB4126	1	f__Thermodesulfobacteriaceae
FGB4127	1	f__Thermodesulfobacteriaceae
FGB4132	1	f__Nitrospiraceae
FGB4136	1	f__Endomicrobiaceae
FGB4140	1	f__Kosmotogaceae
FGB4141	1	f__Kosmotogaceae
FGB4142	1	f__Petrotogaceae
FGB4143	1	f__Fervidobacteriaceae
FGB4144	1	f__Thermotogaceae
FGB4169	2	f__Bacteria_unclassified,f__Archaea_unclassified
FGB4183	1	f__Campylobacteraceae
FGB4188	1	f__Epsilonproteobacteria_unclassified
FGB4191	1	f__Helicobacteraceae
FGB4197	1	f__Campylobacteraceae
FGB4201	1	f__Helicobacteraceae
FGB4202	1	f__Helicobacteraceae
FGB4203	1	f__Helicobacteraceae
FGB4204	1	f__Helicobacteraceae
FGB4205	1	f__Helicobacteraceae
FGB4208	1	f__Campylobacteraceae
FGB4209	1	f__Epsilonproteobacteria_unclassified
FGB4210	1	f__Nautiliaceae
FGB4211	1	f__Campylobacteraceae
FGB4213	1	f__Campylobacteraceae
FGB4217	1	f__Deferribacteraceae
FGB4238	1	f__Cohaesibacteraceae
FGB4239	1	f__Rhodobacteraceae
FGB4241	1	f__Rhodobacteraceae
FGB4244	1	f__Sphingomonadaceae
FGB4248	1	f__Rhizobiaceae
FGB4249	1	f__Bartonellaceae
FGB4251	1	f__Bacteria_unclassified
