SGB	Number of genomes	Average distance	Max distance	Min distance	Max average distance of rows	Min average distance of rows	Number of outliers
11007	3	0.018611766666666668	0.0198213	0.0171091	0.0193631	0.018007	0
11009	451	0.0037401742284380933	0.0283967	0.0	0.02426642311111114	0.002531968039555556	0
11010	57	0.022719826384147927	0.0400917	0.0	0.03129698392857142	0.01789833589285714	0
11011	59	0.021396766393571024	0.0522752	8.11594e-05	0.0420483672413793	0.016993543793103447	0
11012	5	0.02653754	0.03699	0.0125452	0.0306606	0.022797700000000004	0
11013	5	0.037970122	0.0503867	0.00970292	0.03999228	0.034726425	0
11015	16	0.014232967250000008	0.0362143	0.0	0.026593506666666662	0.008345836666666665	0
11016	3	0.02216542	0.0332257	0.00420306	0.031146599999999997	0.01663528	0
11028	2	0.0160973	0.0160973	0.0160973	0.0160973	0.0160973	0
11029	4	0.017596316666666667	0.0215556	0.0126252	0.021246	0.016111533333333334	0
11030	4	0.027634333333333334	0.0331502	0.0086193	0.031678533333333335	0.0235969	0
11031	10	0.008771723806666668	0.021963	1.19092e-05	0.019271755555555554	0.006103686666666667	0
11033	2	2.38113e-06	2.38113e-06	2.38113e-06	2.38113e-06	2.38113e-06	0
11034	7	0.027500296666666667	0.0370146	0.00524853	0.03471041666666667	0.023051655	0
11037	5	0.03662956000000001	0.0476362	0.0136249	0.042460325	0.03162395	0
11038	31	0.025003527720430078	0.0687541	0.000554772	0.05419167999999999	0.018661560333333337	1
11040	5	0.009473426999999996	0.0124327	0.00131164	0.011426725	0.007797175	0
11045	2	0.0444822	0.0444822	0.0444822	0.0444822	0.0444822	0
11046	29	0.02869243128078815	0.0506312	0.0106845	0.04767543928571429	0.02495684642857143	0
11047	27	0.03243390561253562	0.0570967	0.00546707	0.03948723461538462	0.02843223461538462	0
11048	6	0.039456113333333334	0.0475845	0.0169364	0.0451972	0.034406719999999995	0
11049	16	0.022985335000000003	0.0537328	0.0120436	0.05019064666666665	0.01936882666666667	1
1104	4	0.010262793333333334	0.0187184	0.00219463	0.0173338	0.007492683333333333	0
11050	2	0.0102971	0.0102971	0.0102971	0.0102971	0.0102971	0
11051	51	0.0142256013083922	0.0564645	6.44162e-05	0.04958224599999998	0.010814374384	0
11052	53	0.021091696977503616	0.0611728	0.000169953	0.04838569230769231	0.015064949769230772	0
11055	12	0.028705553636363634	0.0481754	0.00895554	0.039269490909090904	0.024011718181818183	0
11056	8	0.030603150357142856	0.0405026	0.00426741	0.03349374285714286	0.02921755714285714	0
11057	6	0.03673973733333333	0.0502185	0.00529723	0.04740326	0.03056559999999999	0
11058	7	0.012443673809523806	0.0163866	0.00186301	0.014180766666666669	0.009784971666666668	0
11059	17	0.0070534982705882324	0.018601	2.62121e-05	0.01695375	0.004152435	0
1105	3	0.0385381	0.0505935	0.0196661	0.0479741	0.032510399999999995	0
11060	7	0.017669249761904766	0.0379635	0.000131495	0.03707663333333333	0.013479074166666667	0
11063	2	0.0246673	0.0246673	0.0246673	0.0246673	0.0246673	0
11064	3	0.030432780133333334	0.0456455	8.83404e-05	0.045605	0.0228264202	0
11065	38	0.020060516124182064	0.0242762	4.05279e-05	0.021602915135135136	0.01827957689189189	0
11070	5	0.029042414	0.0529558	0.00113954	0.04775735	0.020879385	0
11071	6	0.015286989333333332	0.0416973	0.00130132	0.0411967	0.009540086	0
11075	6	0.03300885666666667	0.0436329	0.00271725	0.04028804	0.02829371	0
11077	4	0.02935414166666667	0.0384237	0.00102495	0.036947566666666674	0.023313050000000002	0
11079	2	0.0385011	0.0385011	0.0385011	0.0385011	0.0385011	0
11080	14	0.020624466209560443	0.0266994	9.52667e-06	0.025312538461538466	0.016527244166923076	0
11081	37	0.033919512296696784	0.0471738	0.0	0.04317616666666667	0.031130590180555546	0
11082	2	0.0354117	0.0354117	0.0354117	0.0354117	0.0354117	0
11083	8	0.01939177321428572	0.0257539	0.00254125	0.023805414285714286	0.016962064285714284	0
11084	212	0.017128832526776848	0.0549966	2.38113e-06	0.038444315165876757	0.013280365870521331	0
11087	90	0.01723954775606241	0.0337927	7.14446e-06	0.027517525842696632	0.01308217375280899	0
11088	23	0.021842738449407106	0.045678	4.53027e-05	0.042747481818181825	0.016298010909090912	0
11089	3	0.016077673333333334	0.0238757	0.00107832	0.02357735	0.012178660000000001	0
11090	10	0.028986098666666665	0.0397534	0.00417861	0.03632633333333333	0.02574046777777778	0
11091	3	0.027957566666666666	0.0296696	0.0264788	0.02869695	0.027101550000000002	0
11092	220	0.016338448343880575	0.0455159	7.14446e-06	0.03940414889041096	0.014069969838356169	0
11093	8	0.02675056071428572	0.0436786	0.0	0.037579542857142864	0.021042171428571427	0
11094	31	0.036930213122580643	0.0608169	1.66754e-05	0.04641222333333333	0.033206950000000006	0
11095	5	0.020753329999999993	0.0223556	0.0188177	0.021131125	0.0199551	0
11096	12	0.02437360727272727	0.0439853	0.00206443	0.03484754545454545	0.019983826363636367	0
11097	14	0.026364242298901105	0.0337157	1.19092e-05	0.032837623076923075	0.023093653784615385	0
110	4	0.0032228799999999996	0.00417861	0.00252458	0.0035456	0.0028250399999999996	0
11106	4	0.03314369000000001	0.0498661	0.00930564	0.04770036666666666	0.02635061333333333	0
11108	3	0.031091526666666664	0.0423342	0.00938608	0.04194425	0.02547019	0
11110	9	0.02334788516666666	0.0327015	0.000544916	0.0276524625	0.019113465	0
11111	4	0.041469066666666665	0.0491903	0.0165552	0.04589073333333333	0.03721453333333333	0
11112	2	1.19092e-05	1.19092e-05	1.19092e-05	1.19092e-05	1.19092e-05	0
11113	4	0.0182779	0.0209637	0.0135952	0.020103933333333334	0.017398033333333333	0
11115	2	0.0394721	0.0394721	0.0394721	0.0394721	0.0394721	0
11125	3	0.013306596666666668	0.0185088	0.00335809	0.01828085	0.010705495	0
11126	2	0.0241909	0.0241909	0.0241909	0.0241909	0.0241909	0
11127	2	6.44162e-05	6.44162e-05	6.44162e-05	6.44162e-05	6.44162e-05	0
11128	2	0.0192825	0.0192825	0.0192825	0.0192825	0.0192825	0
11129	62	0.011762348881861407	0.0296982	3.09826e-05	0.026882608196721308	0.010146774098360659	0
11130	3	0.036717433333333334	0.045613	0.0228277	0.0436623	0.03226965	0
11131	46	0.021603018125507294	0.0433598	0.0	0.034247934888888894	0.015001127107777783	0
11132	2	0.011612	0.011612	0.011612	0.011612	0.011612	0
11133	2	0.0211069	0.0211069	0.0211069	0.0211069	0.0211069	0
11138	17	0.01341144543308824	0.0275038	1.42921e-05	0.023788581250000003	0.010457768124999997	0
11139	4	0.027191009166666665	0.040228	0.000648715	0.027676546666666663	0.026723538333333335	0
11140	4	0.010722938333333333	0.0168676	0.00470874	0.0162918	0.00837882	0
11141	3	0.014273133333333334	0.0214097	0.0	0.0214097	0.01070485	0
11142	2	0.0359759	0.0359759	0.0359759	0.0359759	0.0359759	0
11143	18	0.024491681473856195	0.0484748	1.90591e-05	0.04282677994705882	0.020767310588235294	0
11144	2	0.0222838	0.0222838	0.0222838	0.0222838	0.0222838	0
11146	2	0.0409889	0.0409889	0.0409889	0.0409889	0.0409889	0
11149	3	0.02700092333333333	0.0380907	0.00622747	0.037387649999999994	0.021456035	0
11150	5	0.030401464	0.0468017	0.00399931	0.040025	0.023819335000000004	0
11151	3	0.035882866666666666	0.041045	0.0264029	0.04062285	0.0333018	0
11152	3	0.009532086666666667	0.0124	0.00703459	0.010780834999999999	0.00809813	0
11153	4	0.019423966666666667	0.0273201	0.0076551	0.02525636666666667	0.0163029	0
11154	15	0.013974869714285722	0.0267335	0.00227925	0.019811799999999997	0.012134096428571427	0
11155	55	0.01850506180674746	0.0505746	4.76262e-06	0.04871582962962961	0.012123098888888887	0
11156	47	0.03868249694727111	0.054149	0.00239182	0.050834589130434774	0.03403118804347826	1
11158	42	0.02809159089239258	0.052474	4.76262e-06	0.04638597317073171	0.023506636758048784	0
11159	2	0.0192318	0.0192318	0.0192318	0.0192318	0.0192318	0
11160	161	0.018583736673456648	0.0512024	2.38113e-06	0.049645629375000014	0.014945468499999993	0
11161	87	0.021529704453702253	0.0528146	3.57545e-05	0.04970190232558139	0.014078209302325586	0
11162	3	0.0409979	0.0485279	0.0276977	0.047647999999999996	0.0372329	0
11164	2	0.047293	0.047293	0.047293	0.047293	0.047293	0
11165	2	0.028652	0.028652	0.028652	0.028652	0.028652	0
11166	4	0.026625488333333336	0.0513949	0.00186835	0.0499012	0.018275959999999997	0
11167	7	0.016419180952380954	0.026725	0.0	0.02411375	0.013657116666666668	0
11169	10	0.033412334688888885	0.0542958	3.8141e-05	0.04447737777777778	0.02590269788888889	0
11170	7	0.027855466666666658	0.0335078	0.0	0.031953	0.026786166666666666	0
11171	4	0.012076288333333332	0.0142111	0.00768463	0.013025866666666669	0.01099911	0
11173	34	0.020671434052049933	0.0300142	1.19092e-05	0.024142012121212128	0.017058128181818184	0
11174	14	0.01821908912087912	0.0290862	0.0010148	0.025735884615384615	0.014538244615384619	0
11175	4	0.034302400000000004	0.0433296	0.0128529	0.040658266666666665	0.029058700000000003	0
11176	3	0.023220633333333334	0.0270856	0.0169536	0.02635415	0.02128815	0
11177	3	0.013615333333333333	0.0155997	0.0115223	0.01466185	0.01262315	0
11178	12	0.012995373866363636	0.0340804	4.76262e-06	0.03366018181818182	0.008620606645454543	0
11179	2	0.0190867	0.0190867	0.0190867	0.0190867	0.0190867	0
11181	27	0.0032123101797720713	0.0428057	1.90591e-05	0.042483696153846146	0.0016764626499999999	0
11182	13	0.010655256211538466	0.0148291	3.33684e-05	0.013006853333333334	0.00879886245	0
11183	3	0.008818505033333335	0.0132136	4.29151e-05	0.0132063	0.006620957550000001	0
11185	2	0.0156214	0.0156214	0.0156214	0.0156214	0.0156214	0
11186	31	0.014513307057247321	0.020326	4.76262e-06	0.018107683333333333	0.012927845333333332	0
11187	4	1.5489876666666666e-05	3.09826e-05	0.0	2.939233333333333e-05	1.0326110000000002e-05	0
11188	18	0.02678925450980393	0.06298	0.00145168	0.046891764705882355	0.02101974411764706	0
11189	202	0.012633311702896641	0.028588	4.76906e-05	0.02166157354228856	0.009993749751243784	0
11190	4	0.02005413333333334	0.0279823	0.0116075	0.026584566666666667	0.01695416666666667	0
11191	47	0.009317820562257174	0.0365754	8.11594e-05	0.023487747826086952	0.007012742173913044	0
11192	2	0.00996669	0.00996669	0.00996669	0.00996669	0.00996669	0
11195	6	0.011694881333333332	0.0172715	0.0	0.01615014	0.009318572	0
11196	4	0.015311629816666665	0.0206864	5.00789e-05	0.019876866666666663	0.012274259633333335	0
11197	2	0.0208483	0.0208483	0.0208483	0.0208483	0.0208483	0
11198	15	0.019602326047619054	0.0365391	0.000105109	0.033947200000000004	0.01619923785714286	0
11203	4	0.014991079816666667	0.0185026	5.00789e-05	0.018200766666666666	0.011910659633333334	0
11204	2	0.0193842	0.0193842	0.0193842	0.0193842	0.0193842	0
11206	2	1.42921e-05	1.42921e-05	1.42921e-05	1.42921e-05	1.42921e-05	0
11207	2	0.00340479	0.00340479	0.00340479	0.00340479	0.00340479	0
11208	9	0.03053672925	0.0416114	0.000143503	0.0361308375	0.02702356	0
11209	3	0.00795590889	0.0119291	9.52667e-06	0.0119291	0.0059693133349999995	0
11213	18	0.03143678862745099	0.0492264	0.00113443	0.041610394117647054	0.025189405294117645	0
11214	8	0.012923143678571428	0.0437092	0.000653674	0.04313111428571429	0.007918722857142858	0
11215	10	0.02944731955555555	0.0386046	0.00170359	0.03515887777777778	0.02667166555555555	0
11218	4	0.01438945	0.0161194	0.0135311	0.014878966666666667	0.013898266666666667	0
11219	2	0.00148818	0.00148818	0.00148818	0.00148818	0.00148818	0
11220	4	0.012477866166666665	0.015681	0.000117097	0.014697800000000002	0.010354732333333333	0
11228	9	0.03143927555555554	0.052454	0.00147252	0.038740949999999996	0.026540442499999997	0
11229	2	0.0227911	0.0227911	0.0227911	0.0227911	0.0227911	0
11230	2	0.027893	0.027893	0.027893	0.027893	0.027893	0
11231	2	0.00327377	0.00327377	0.00327377	0.00327377	0.00327377	0
11236	9	0.010367147388888885	0.0169536	0.000145906	0.014659312499999997	0.0078814195	0
11237	4	0.03133572166666667	0.040724	0.00285823	0.0381426	0.025901209999999997	0
11243	2	0.0156214	0.0156214	0.0156214	0.0156214	0.0156214	0
11250	3	0.0034243163333333333	0.0051	0.000114699	0.005079125	0.0025864745000000002	0
11253	4	0.03472308166666666	0.0512024	0.00416639	0.04586863333333333	0.02758929666666667	0
11256	24	0.04020164204710142	0.0545702	0.000169953	0.048856134782608696	0.034803670130434776	0
11257	5	0.0414317099	0.0506501	0.000225399	0.046350275	0.03628592475	0
11258	2	3.8141e-05	3.8141e-05	3.8141e-05	3.8141e-05	3.8141e-05	0
1125	6	0.010377332666666664	0.0290025	0.0	0.02722348	0.00645574	0
11261	4	0.0429057	0.0463343	0.0366117	0.04559036666666667	0.0406848	0
11264	2	0.030256	0.030256	0.030256	0.030256	0.030256	0
11266	2	0.0450506	0.0450506	0.0450506	0.0450506	0.0450506	0
11267	2	0.0239216	0.0239216	0.0239216	0.0239216	0.0239216	0
1126	6	0.030954845333333345	0.0528146	0.0055032	0.03656022	0.027032276	0
11270	2	0.0114018	0.0114018	0.0114018	0.0114018	0.0114018	0
11271	3	0.017361133333333334	0.0187618	0.0155619	0.01826075	0.0166608	0
11276	4	0.034739700000000005	0.0373234	0.031671	0.0361686	0.03411023333333333	0
11279	5	0.017392833699999995	0.0234588	0.000961637	0.022890875	0.01326046925	0
11280	4	0.01512166666666667	0.0161139	0.0139988	0.015531566666666668	0.014678499999999999	0
11281	3	0.014942333333333335	0.0154919	0.0139185	0.01545425	0.014667550000000001	0
11292	21	0.010123935999999995	0.0328396	0.0010351	0.024720770000000003	0.006032729999999999	0
11293	2	0.000172359	0.000172359	0.000172359	0.000172359	0.000172359	0
112	4	0.011510626666666664	0.0129772	0.00920156	0.012501033333333335	0.01077252	0
11303	2	0.0191623	0.0191623	0.0191623	0.0191623	0.0191623	0
11304	2	0.0487056	0.0487056	0.0487056	0.0487056	0.0487056	0
11305	8	0.028002921071428565	0.0410871	0.00354269	0.038565499999999996	0.02341158428571428	0
11307	8	0.03967317825464284	0.0518224	2.38113e-06	0.04436882857142858	0.036818292857142866	0
11310	3	0.006729475556666666	0.0100915	9.52667e-06	0.01008945	0.0050484633349999995	0
11311	2	0.0162415	0.0162415	0.0162415	0.0162415	0.0162415	0
11312	2	0.0201478	0.0201478	0.0201478	0.0201478	0.0201478	0
11313	16	0.011567031199166689	0.0197306	5.00789e-05	0.019273226666666664	0.009429087066666666	0
11315	2	0.0228644	0.0228644	0.0228644	0.0228644	0.0228644	0
11316	8	0.03633312535714285	0.0595983	0.00759251	0.048470185714285706	0.028202158571428573	0
11317	15	0.02273972923809523	0.0591609	0.00122408	0.04556527857142857	0.015584894285714284	0
11318	8	0.02018228392857143	0.0248889	0.00680395	0.02173982857142857	0.018417421428571428	0
11320	5	0.027253709999999997	0.0482105	0.0124795	0.04787522500000001	0.0218619	0
11322	2	0.0132184	0.0132184	0.0132184	0.0132184	0.0132184	0
11324	29	0.03413741672216746	0.0480005	9.79202e-05	0.04087905000000001	0.030161905292857137	0
11325	16	0.011665797660833336	0.0217304	1.42921e-05	0.018351238	0.008755322806666665	0
11326	3	0.04193233333333333	0.0460866	0.0357867	0.04500515	0.0398552	0
11329	3	0.010430204033333333	0.0156322	2.62121e-05	0.0156322	0.007829206049999999	0
1132	18	0.034052227777777784	0.0655091	0.0	0.045782147058823525	0.02722332352941177	0
11330	2	0.0178312	0.0178312	0.0178312	0.0178312	0.0178312	0
11332	2	0.0420866	0.0420866	0.0420866	0.0420866	0.0420866	0
11333	24	0.03675868887826089	0.0536089	1.66754e-05	0.04449696956521739	0.02881440565217391	0
11334	11	0.0039313459345454525	0.013615	1.19092e-05	0.01300213	0.0024507897299999998	0
11336	5	0.044118210000000005	0.0542118	0.0174879	0.049527575000000004	0.037732225	0
11337	30	0.0040522580712643655	0.0166854	0.000493266	0.01099106482758621	0.0025458973448275854	0
11338	2	0.0498845	0.0498845	0.0498845	0.0498845	0.0498845	0
1133	7	0.0275375380952381	0.0358693	0.0116706	0.032057466666666666	0.022701916666666665	0
11341	3	0.0032574643333333334	0.004756	0.000439333	0.00466653	0.0025081965	0
11346	2	0.00695977	0.00695977	0.00695977	0.00695977	0.00695977	0
1134	8	0.03329425357142858	0.0480529	0.0154006	0.042917585714285715	0.02465444285714286	0
11351	3	0.0008806933333333333	0.00133231	0.00037339	0.001134345	0.000654885	0
11352	3	0.020273766666666665	0.0229453	0.0151872	0.02281705	0.018938	0
11353	3	2.0653643333333332e-05	3.09826e-05	2.38113e-06	2.9789899999999997e-05	1.5489165e-05	0
11354	2	0.0216114	0.0216114	0.0216114	0.0216114	0.0216114	0
11355	62	0.011404201848767908	0.0463177	0.0	0.02815407049180328	0.006864548868852459	0
1135	48	0.016254666569148993	0.0491	0.0	0.03736828085106381	0.01032124531914894	0
11362	4	0.014644058333333335	0.0242219	0.00148035	0.0191346	0.010474116666666667	0
11363	3	0.000157927	0.00016514	0.000145906	0.00016393750000000002	0.0001543205	0
1136	7	0.027085547619047617	0.0537121	0.0105945	0.04484568333333334	0.019999033333333333	0
11370	6	0.0122906414	0.0190301	0.000971751	0.018066060000000002	0.0097974222	0
11371	6	0.02074907	0.0373358	0.00121894	0.03593718	0.015175188000000001	0
11372	2	0.00159291	0.00159291	0.00159291	0.00159291	0.00159291	0
11374	2	0.0448917	0.0448917	0.0448917	0.0448917	0.0448917	0
11380	8	0.004007645535714287	0.00913777	0.00059179	0.006855534285714286	0.0024979639999999997	0
11381	6	0.03397308	0.056064	0.0226596	0.043768180000000004	0.029475779999999997	0
11384	12	0.01878332203030303	0.0381544	0.000126694	0.03406536363636364	0.015477153999999998	0
11385	8	0.016085846428571433	0.0192065	0.00579818	0.018244485714285715	0.014290595714285715	0
11386	15	0.013496895809523807	0.0232193	0.0023698	0.020461714285714288	0.011116488571428574	0
11387	2	0.0304902	0.0304902	0.0304902	0.0304902	0.0304902	0
11392	16	0.03244021991666666	0.0485989	0.00645109	0.043002986666666666	0.028906813333333337	0
11393	2	0.0121217	0.0121217	0.0121217	0.0121217	0.0121217	0
11395	6	0.023379338666666662	0.0359878	0.00405988	0.029494140000000002	0.0193178	0
11397	7	0.024890952380952385	0.0293481	0.00612516	0.027889233333333336	0.022377523333333333	0
11398	6	0.02617527333333334	0.0392331	0.0113707	0.038472559999999996	0.022449999999999998	0
11399	3	0.011520566666666667	0.0122048	0.0105688	0.011996449999999999	0.01117845	0
1139	4	0.019938566666666668	0.0286612	0.0133498	0.026298133333333334	0.017314366666666667	0
11400	4	0.0190686	0.0224493	0.015954	0.020318	0.018148566666666668	0
11401	5	0.014973389999999998	0.0161084	0.0129964	0.015728899999999997	0.014376175000000001	0
11402	2	0.0230857	0.0230857	0.0230857	0.0230857	0.0230857	0
11404	5	0.012996310000000002	0.0143896	0.0120849	0.013675324999999999	0.0125143	0
11405	2	0.0168162	0.0168162	0.0168162	0.0168162	0.0168162	0
11407	5	0.008274959999999998	0.0109702	0.00213754	0.0094607125	0.00673921	0
11408	2	0.0116616	0.0116616	0.0116616	0.0116616	0.0116616	0
1140	27	0.021237171481481486	0.0619736	0.00352208	0.04750704230769231	0.013731066923076922	0
11411	2	0.0210045	0.0210045	0.0210045	0.0210045	0.0210045	0
11415	2	0.00318697	0.00318697	0.00318697	0.00318697	0.00318697	0
11416	4	0.0225974	0.0245101	0.0209705	0.0233302	0.021837900000000004	0
11422	2	0.0353071	0.0353071	0.0353071	0.0353071	0.0353071	0
11429	2	0.0373234	0.0373234	0.0373234	0.0373234	0.0373234	0
1142	7	0.023781072857142864	0.0476535	0.00887683	0.038966016666666665	0.017408121666666665	0
11431	3	0.012246833333333332	0.016381	0.0080991	0.014320699999999999	0.01017975	0
11432	2	0.0226596	0.0226596	0.0226596	0.0226596	0.0226596	0
11433	2	0.0206931	0.0206931	0.0206931	0.0206931	0.0206931	0
11439	2	1.90591e-05	1.90591e-05	1.90591e-05	1.90591e-05	1.90591e-05	0
1143	17	0.024093321029411776	0.0405578	0.0	0.03267734375	0.01705561	0
11444	4	0.030314000000000004	0.0326063	0.0283967	0.030963166666666663	0.029637566666666667	0
11445	2	0.028433	0.028433	0.028433	0.028433	0.028433	0
11449	2	0.000143503	0.000143503	0.000143503	0.000143503	0.000143503	0
1144	8	0.01934996142857143	0.0318453	0.00518058	0.027880557142857143	0.01410128857142857	0
11452	7	0.03261447518571429	0.0447968	5.00789e-05	0.04356608333333334	0.028277996483333335	0
11457	3	0.015932238	0.0239139	0.000227814	0.02378445	0.011941407	0
1145	3	0.022627166666666667	0.0303339	0.0125311	0.0276752	0.0187738	0
11462	2	0.0290489	0.0290489	0.0290489	0.0290489	0.0290489	0
11469	2	0.0296126	0.0296126	0.0296126	0.0296126	0.0296126	0
1146	32	0.02361042310483875	0.0476535	0.00742778	0.03711207096774194	0.017396079677419355	0
11474	2	1.66754e-05	1.66754e-05	1.66754e-05	1.66754e-05	1.66754e-05	0
11480	2	0.0309346	0.0309346	0.0309346	0.0309346	0.0309346	0
11481	7	0.011720380476190475	0.0237765	0.00159816	0.0196172	0.0076885216666666666	0
11491	76	0.031105150880701798	0.0601155	0.0015143	0.0447766	0.022483216399999992	0
11493	94	0.02033143854953085	0.0536296	0.0013039	0.033295825806451636	0.014165571182795704	0
11494	24	0.0335024579710145	0.0600164	0.0102466	0.04415164347826086	0.026478734782608693	0
11496	7	0.02753108095238095	0.0424514	0.0141908	0.03299646666666667	0.020705700000000004	0
11498	7	0.02714790285714285	0.064098	0.00517089	0.05540668333333334	0.01681139333333333	1
11499	30	0.020061700160919533	0.0508015	0.00108596	0.0340912724137931	0.01444903	0
11500	27	0.028895822702393152	0.0507826	0.0	0.038951992307692314	0.025602652692307694	0
11501	8	0.016074237142857144	0.0275214	0.00546707	0.025517642857142857	0.011941282857142858	0
11508	3	0.017126451500000004	0.0256718	3.57545e-05	0.0256718	0.01285377725	0
11509	4	0.0049482484999999994	0.00858058	0.000471181	0.008468026666666666	0.003649040333333333	0
11515	2	0.0246515	0.0246515	0.0246515	0.0246515	0.0246515	0
1151	4	0.011898259999999999	0.016009	0.00787396	0.013367466666666666	0.00980512	0
11521	2	0.0161028	0.0161028	0.0161028	0.0161028	0.0161028	0
11522	2	6.44162e-05	6.44162e-05	6.44162e-05	6.44162e-05	6.44162e-05	0
11523	2	0.0174879	0.0174879	0.0174879	0.0174879	0.0174879	0
11525	3	0.027998533333333336	0.0293952	0.025985	0.029005299999999998	0.0273002	0
11527	5	0.033392123	0.0507826	0.0022902	0.04267585	0.027032590000000002	0
11529	2	0.0408911	0.0408911	0.0408911	0.0408911	0.0408911	0
1152	17	0.011914756691176469	0.0338478	0.0	0.022685212500000003	0.007817743125	0
11531	3	0.022161633333333333	0.0243929	0.0208686	0.02280815	0.021046000000000002	0
11539	2	0.0279912	0.0279912	0.0279912	0.0279912	0.0279912	0
11549	2	4.76262e-06	4.76262e-06	4.76262e-06	4.76262e-06	4.76262e-06	0
11550	3	0.023893566666666668	0.028433	0.0175349	0.0270729	0.02162385	0
11552	2	0.0313661	0.0313661	0.0313661	0.0313661	0.0313661	0
11555	8	0.020867516427857148	0.0294612	4.76262e-06	0.02744197142857142	0.015482935317142859	0
11558	4	0.027664478333333336	0.0484571	0.00695266	0.047816533333333334	0.02081227	0
11559	2	0.0487235	0.0487235	0.0487235	0.0487235	0.0487235	0
1155	2	0.00923752	0.00923752	0.00923752	0.00923752	0.00923752	0
11560	3	0.019782766666666667	0.0216463	0.0183497	0.020499299999999998	0.018851	0
11561	5	0.024180765	0.0386955	0.00778835	0.03466075	0.018325287500000002	0
11562	25	0.008313863770000002	0.0283604	0.000793161	0.021456995833333336	0.005617689166666666	0
11563	2	0.025894	0.025894	0.025894	0.025894	0.025894	0
11566	6	0.02565097933333333	0.03454	0.00671599	0.0318783	0.019962238	0
11567	12	0.0382080788030303	0.0611472	0.000112301	0.04693967272727273	0.033379790909090906	0
11571	2	0.0420141	0.0420141	0.0420141	0.0420141	0.0420141	0
11572	2	9.52667e-06	9.52667e-06	9.52667e-06	9.52667e-06	9.52667e-06	0
11576	3	0.00724511	0.00951546	0.00349562	0.009119855	0.0061099349999999995	0
11578	2	0.000656154	0.000656154	0.000656154	0.000656154	0.000656154	0
1157	12	0.00814022371318182	0.0130782	9.52667e-06	0.012488454545454546	0.006609293260909091	0
11580	2	0.0276006	0.0276006	0.0276006	0.0276006	0.0276006	0
11581	2	0.000349035	0.000349035	0.000349035	0.000349035	0.000349035	0
11583	7	5.481936095238096e-05	0.000143503	4.76262e-06	0.00013109683333333333	3.421423e-05	0
1158	2	0.0497739	0.0497739	0.0497739	0.0497739	0.0497739	0
11592	3	0.013913211333333333	0.0207201	0.000500634	0.0206195	0.010509767	0
11596	3	0.0257999	0.0264451	0.0249447	0.0262275	0.0254773	0
11597	2	0.0424367	0.0424367	0.0424367	0.0424367	0.0424367	0
11598	11	0.0228284870909091	0.0344723	0.00107069	0.031023050000000003	0.01914247	0
11599	4	0.015630895000000002	0.0248096	0.00587855	0.0235455	0.012699273333333332	0
1159	3	0.02532196	0.0344949	0.00707748	0.0344442	0.02073549	0
115	6	0.0016022226000000001	0.00231212	0.000775659	0.001979654	0.0010515838	0
11600	2	0.0256227	0.0256227	0.0256227	0.0256227	0.0256227	0
11601	3	0.026394533333333334	0.0335514	0.0187618	0.0302109	0.0228161	0
11603	4	0.03922323333333333	0.0509918	0.0151501	0.04437496666666666	0.033285633333333335	0
11604	4	0.03804269999999999	0.0547401	0.014673	0.0521478	0.03179506666666667	1
11605	4	0.029778535	0.0405026	0.00487311	0.0364417	0.022289636666666668	0
11606	14	0.027292473626373617	0.0413128	0.00313222	0.036373984615384616	0.019765276153846153	0
11608	20	0.02297988757894735	0.043496	0.00221097	0.03358485263157894	0.015531135263157893	0
1160	23	0.03619255474308299	0.0542958	0.0051	0.045134809090909084	0.031920349545454536	0
11610	2	0.0179268	0.0179268	0.0179268	0.0179268	0.0179268	0
11611	8	0.032557309285714285	0.0482807	0.0073514	0.036714528571428574	0.025816625714285713	0
11612	2	0.0366724	0.0366724	0.0366724	0.0366724	0.0366724	0
11613	2	0.0201873	0.0201873	0.0201873	0.0201873	0.0201873	0
11614	54	0.040851607169811344	0.0614549	0.00123436	0.049744784905660366	0.034661192830188675	0
1161	16	0.03140616216666667	0.0509537	0.00119072	0.04495358666666668	0.026516057333333332	0
11623	2	0.000495721	0.000495721	0.000495721	0.000495721	0.000495721	0
11624	3	0.0004922313000000001	0.000718286	5.00789e-05	0.0007133075	0.00037920395	0
11625	4	0.01868415	0.0208145	0.016691	0.019663266666666665	0.017643033333333332	0
11626	3	0.01127972	0.0130638	0.00989216	0.011973500000000002	0.01038768	0
11627	3	0.0216518	0.0226451	0.0207268	0.0221143	0.021155149999999998	0
1162	9	0.018692562199999988	0.0299276	2.1443e-05	0.0269649875	0.013907121125	0
11633	11	0.01200482899636363	0.0303046	7.63738e-05	0.025907729999999997	0.007371928	0
11639	3	0.009282636666666665	0.0116886	0.00679337	0.01052727	0.008079655	0
1163	3	0.03036276666666667	0.0323434	0.0268275	0.0321304	0.02937245	0
11645	5	0.02878167	0.0410591	0.0201216	0.03904645	0.024990025000000003	0
11646	2	0.02296	0.02296	0.02296	0.02296	0.02296	0
1164	11	0.025723163090909086	0.0446548	0.00144647	0.03805155	0.021107107	0
11652	15	0.03756140371428573	0.0513756	0.00643379	0.047562700000000006	0.03530775714285714	0
11655	4	0.04177318833333333	0.0507636	0.00395703	0.04981473333333333	0.03416561	0
11657	4	0.04242066	0.052454	0.00380686	0.05113	0.03341835333333333	1
11659	2	0.016782	0.016782	0.016782	0.016782	0.016782	0
