FGB ID	Number of Families	Family names
FGB3152	1	f__Bifidobacteriaceae
FGB3153	1	f__Bifidobacteriaceae
FGB3154	1	f__Alphaproteobacteria_unclassified
FGB3165	1	f__Roseiflexaceae
FGB3167	1	f__Chloroflexaceae
FGB3168	1	f__Oscillochloridaceae
FGB3176	1	f__Kiritimatiellae_unclassified
FGB3190	1	f__Chthonomonadaceae
FGB3216	2	f__Tepidiformaceae,f__Chloroflexi_unclassified
FGB3223	1	f__Peptococcaceae
FGB3262	1	f__Deinococcaceae
FGB3263	1	f__Thermaceae
FGB3264	1	f__Rubrobacteraceae
FGB3282	1	f__Gemmatimonadaceae
FGB3348	2	f__Caldilineaceae,f__Clostridia_unclassified
FGB3361	1	f__Ardenticatenaceae
FGB3364	1	f__Herpetosiphonaceae
FGB3393	1	f__Bdellovibrionaceae
FGB3408	1	f__Halobacteriovoraceae
FGB3409	1	f__Bacteriovoracaceae
FGB3421	1	f__Bacteriovoracaceae
FGB3638	1	f__Lachnospiraceae
FGB3997	1	f__Blattabacteriaceae
FGB3998	1	f__Blattabacteriaceae
FGB3999	1	f__Blattabacteriaceae
FGB4034	1	f__Chloroflexi_unclassified
FGB4048	1	f__Chlamydiaceae
FGB4058	1	f__Candidatus_Moranbacteria_unclassified
FGB4069	1	f__Dehalococcoidaceae
FGB4070	1	f__Dehalococcoidia_unclassified
FGB4077	1	f__Aquificaceae
FGB4081	2	f__Anaplasmataceae,f__Spirochaetales_unclassified
FGB4083	1	f__Anaplasmataceae
FGB4084	1	f__Aquificaceae
FGB4085	1	f__Hydrogenothermaceae
FGB4086	1	f__Hydrogenothermaceae
FGB4087	1	f__Candidatus_Kryptonia_unclassified
FGB4095	2	f__Haliscomenobacteraceae,f__Prochlorotrichaceae
FGB4097	1	f__Leptolyngbyaceae
FGB4105	1	f__Synechococcaceae
FGB4106	1	f__Prochloraceae
FGB4107	3	f__Prochloraceae,f__Synechococcaceae,f__Microcystaceae
FGB4117	1	f__Desulfurellaceae
FGB4119	1	f__Desulfovibrionaceae
FGB4122	1	f__Borreliaceae
FGB4126	1	f__Thermodesulfobacteriaceae
FGB4127	2	f__Spiroplasmataceae,f__Thermodesulfobacteriaceae
FGB4132	1	f__Nitrospiraceae
FGB4136	1	f__Endomicrobiaceae
FGB4140	1	f__Kosmotogaceae
FGB4141	1	f__Kosmotogaceae
FGB4142	1	f__Petrotogaceae
FGB4143	1	f__Fervidobacteriaceae
FGB4144	1	f__Thermotogaceae
FGB4168	1	f__Silvanigrellaceae
FGB4183	1	f__Campylobacteraceae
FGB4188	1	f__Sulfurovaceae
FGB4191	1	f__Thiovulaceae
FGB4197	1	f__Campylobacteraceae
FGB4201	1	f__Helicobacteraceae
FGB4202	1	f__Helicobacteraceae
FGB4203	1	f__Helicobacteraceae
FGB4204	1	f__Helicobacteraceae
FGB4205	2	f__Helicobacteraceae,f__Rhodospirillaceae
FGB4208	1	f__Campylobacteraceae
FGB4209	1	f__Nitratiruptoraceae
FGB4210	1	f__Nautiliaceae
FGB4211	1	f__Campylobacteraceae
FGB4212	2	f__Campylobacteraceae,f__Helicobacteraceae
FGB4213	1	f__Campylobacteraceae
FGB4216	1	f__Alphaproteobacteria_unclassified
FGB4217	1	f__Deferribacteraceae
FGB4238	1	f__Cohaesibacteraceae
FGB4239	1	f__Rhodobacteraceae
FGB4240	1	f__Rhodobacteraceae
FGB4241	1	f__Rhodobacteraceae
FGB4244	1	f__Sphingomonadaceae
FGB4248	1	f__Rhizobiaceae
FGB4249	1	f__Bartonellaceae
FGB4311	2	f__Elusimicrobiaceae,f__Elusimicrobiales_unclassified
FGB4342	1	f__Candidatus_Saccharibacteria_unclassified
FGB4343	1	f__Candidatus_Nanoperiomorbaceae
FGB4353	2	f__Candidatus_Nanosyncoccacae,f__Candidatus_Nanogingivalaceae
FGB4357	3	f__Candidatus_Saccharibacteria_unclassified,f__Candidatus_Sacchiramonaceaea,f__Candidatus_Nanosynbacteraceae
FGB4361	1	f__Candidatus_Saccharibacteria_unclassified
FGB4488	1	f__Clostridiaceae
FGB4639	2	f__Ruminococcaceae,f__Bacteria_unclassified
FGB4679	1	f__Helicobacteraceae
FGB4740	2	f__Erysipelotrichaceae,f__Clostridiaceae
FGB4820	1	f__Thermogemmatisporaceae
FGB4832	1	f__Peptoniphilaceae
FGB4848	1	f__Prolixibacteraceae
FGB4850	1	f__Cytophagaceae
FGB4851	1	f__Erysipelotrichaceae
FGB4875	1	f__Erysipelotrichaceae
FGB4891	1	f__Chitinophagaceae
FGB4895	1	f__Chitinophagaceae
FGB4908	1	f__Hymenobacteraceae
FGB4909	1	f__Hymenobacteraceae
FGB4911	1	f__Marinilabiliaceae
FGB4914	2	f__Acholeplasmataceae,f__Balneicellaceae
FGB4926	1	f__Muribaculaceae
FGB4930	1	f__Pirellulaceae
FGB4934	1	f__Cytophagaceae
FGB4938	1	f__Cytophagaceae
FGB4939	1	f__Cytophagaceae
FGB4942	1	f__Cyclobacteriaceae
FGB4944	2	f__Flammeovirgaceae,f__Sporomusaceae
FGB4948	1	f__Weeksellaceae
FGB4961	1	f__Flavobacteriaceae
FGB4966	2	f__Flavobacteriaceae,f__Hyphomicrobiaceae
FGB4968	1	f__Flavobacteriaceae
FGB4971	1	f__Flavobacteriaceae
FGB4972	1	f__Flavobacteriaceae
FGB4976	1	f__Flavobacteriaceae
FGB4978	1	f__Sphingobacteriaceae
FGB4984	1	f__Sphingobacteriaceae
FGB4985	2	f__Sphingobacteriaceae,f__Deferribacteraceae
FGB4987	1	f__Crocinitomicaceae
FGB5006	1	f__Heliobacteriaceae
FGB5007	1	f__Clostridia_unclassified
FGB5016	1	f__Helicobacteraceae
FGB5018	1	f__Helicobacteraceae
FGB5050	1	f__Lactobacillaceae
FGB5066	1	f__Lactobacillaceae
FGB5071	1	f__Rhodobacteraceae
FGB5073	2	f__Alphaproteobacteria_unclassified,f__Lactobacillaceae
FGB5074	1	f__Hyphomicrobiaceae
FGB5084	2	f__Synechococcaceae,f__Aphanothecaceae
FGB5120	1	f__Candidatus_Brocadiaceae
FGB5128	1	f__Verrucomicrobiaceae
FGB5134	1	f__candidate_division_NC10_unclassified
FGB5147	1	f__Geobacteraceae
FGB5181	1	f__Oceanospirillaceae
FGB5184	1	f__Cellvibrionaceae
FGB5186	1	f__Pseudomonadaceae
FGB5190	1	f__Oceanospirillaceae
FGB5194	1	f__Spongiibacteraceae
FGB5195	1	f__Hahellaceae
FGB5203	1	f__Psychromonadaceae
FGB5204	2	f__Alteromonadaceae,f__Clostridia_unclassified
FGB5214	1	f__Salinisphaeraceae
FGB5216	3	f__Candidatus_Competibacteraceae,f__Ectothiorhodospiraceae,f__Clostridiales_unclassified
FGB5219	1	f__Sinobacteraceae
FGB5223	1	f__Wenzhouxiangellaceae
FGB5226	1	f__Moraxellaceae
FGB5231	1	f__Oxalobacteraceae
FGB5235	2	f__Alcaligenaceae,f__Burkholderiaceae
FGB5239	1	f__Balneatrichaceae
FGB5241	2	f__Thiotrichaceae,f__Paenibacillaceae
FGB5245	1	f__Paenibacillaceae
FGB5249	1	f__Paenibacillaceae
FGB5255	1	f__Paenibacillaceae
FGB5256	2	f__Moritellaceae,f__Psychromonadaceae
FGB5257	2	f__Paenibacillaceae,f__Thorselliaceae
FGB5259	2	f__Methylophilaceae,f__Nitrosomonadales_unclassified
FGB5260	1	f__Paenibacillaceae
FGB5268	1	f__Paenibacillaceae
FGB5276	1	f__Paenibacillaceae
FGB5283	1	f__Cardiobacteriaceae
FGB5286	1	f__Paenibacillaceae
FGB5290	1	f__Paenibacillaceae
FGB5292	1	f__Chromobacteriaceae
FGB5302	1	f__Anaerolineaceae
FGB5314	1	f__Paenibacillaceae
FGB5322	1	f__Ruminococcaceae
FGB5324	1	f__Opitutaceae
FGB5330	3	f__Nocardioidaceae,f__Jiangellaceae,f__Actinobacteria_unclassified
FGB5335	1	f__Planococcaceae
FGB5340	1	f__Micrococcaceae
FGB5344	1	f__Corynebacteriaceae
FGB5349	1	f__Bacillaceae
FGB5351	1	f__Bacillaceae
FGB5353	1	f__Dermatophilaceae
FGB5354	1	f__Microbacteriaceae
FGB5375	1	f__Balneolaceae
FGB5404	2	f__Brucellaceae,f__Rhizobiales_unclassified
FGB5406	1	f__Acetobacteraceae
FGB5414	2	f__Planococcaceae,f__Rhodospirillaceae
FGB5416	1	f__Planococcaceae
FGB5425	1	f__Rhodobacteraceae
FGB5437	1	f__Parvularculaceae
FGB5438	2	f__Maricaulaceae,f__Parvularculaceae
FGB5440	1	f__Bacillaceae
FGB5450	1	f__Spirochaetaceae
FGB5466	1	f__Bacillaceae
FGB5491	2	f__Leptolyngbyaceae,f__Bacillaceae
FGB5492	1	f__Leptolyngbyaceae
FGB5493	1	f__Cyanobacteria_unclassified
FGB5494	3	f__Leptolyngbyaceae,f__Cyanobacteria_unclassified,f__Prochlorotrichaceae
FGB5498	3	f__Hyellaceae,f__Dermocarpellaceae,f__Bacillaceae
FGB5500	2	f__Cyanobacteria_unclassified,f__Microcoleaceae
FGB5503	2	f__Acaryochloridaceae,f__Bacillaceae
FGB5507	2	f__Bacillaceae,f__Chamaesiphonaceae
FGB5533	2	f__Gallionellaceae,f__Staphylococcaceae
FGB5536	1	f__Staphylococcaceae
FGB5538	1	f__Fusobacteriaceae
FGB5543	1	f__Aerococcaceae
FGB5549	1	f__Proteinivoraceae
FGB5559	3	f__Sporomusaceae,f__Thermotogaceae,f__Staphylococcaceae
FGB5570	1	f__Bacillaceae
FGB5571	1	f__Staphylococcaceae
FGB5576	1	f__Bacillaceae
FGB5580	2	f__Clostridiales_unclassified,f__Bacillaceae
FGB5598	1	f__Aerococcaceae
FGB5600	1	f__Planococcaceae
FGB5608	1	f__Bacillaceae
FGB5611	1	f__Lactobacillaceae
FGB5616	1	f__Leptospiraceae
FGB5624	1	f__Paenibacillaceae
FGB5634	1	f__Thermoactinomycetaceae
FGB5649	1	f__Enterococcaceae
FGB5653	1	f__Ruminococcaceae
FGB5657	3	f__Lachnospiraceae,f__Clostridiaceae,f__Enterococcaceae
FGB5658	1	f__Hungateiclostridiaceae
FGB5664	1	f__Streptococcaceae
FGB5665	1	f__Methanospirillaceae
FGB5670	1	f__Methanophagales_unclassified
FGB5673	1	f__Methanosarcinaceae
FGB5698	1	f__Streptococcaceae
FGB5703	1	f__Nanopusillaceae
FGB5708	1	f__Sulfolobaceae
FGB5718	1	f__Thermoactinomycetaceae
FGB5723	2	f__Bacillaceae,f__Sporolactobacillaceae
FGB5829	1	f__Peptococcaceae
FGB5871	1	f__Clostridiaceae
FGB6108	1	f__Candidatus_Omnitrophica_unclassified
FGB6109	1	f__Candidatus_Omnitrophica_unclassified
FGB6113	1	f__Candidatus_Omnitrophica_unclassified
FGB6214	1	f__Geobacteraceae
FGB6340	1	f__Acidobacteriaceae
FGB6398	1	f__Thaumarchaeota_unclassified
FGB6402	1	f__Verrucomicrobia_unclassified
FGB6406	1	f__Methanosarcinaceae
FGB6411	1	f__Methanocorpusculaceae
FGB6412	1	f__Methanomicrobiaceae
FGB6416	1	f__Methanomicrobiaceae
FGB6422	1	f__Sulfolobaceae
FGB6428	1	f__Methanococcales_unclassified
FGB6429	1	f__Methanobacteriaceae
FGB6433	1	f__Methanopyraceae
FGB6442	1	f__Desulfurobacteriaceae
FGB6445	1	f__Halobacteriovoraceae
FGB6451	1	f__Candidatus_Cryosericaceae
FGB6461	1	f__Candidatus_Marinimicrobia_unclassified
FGB6462	1	f__Candidatus_Marinimicrobia_unclassified
FGB6466	2	f__Lewinellaceae,f__Fastidiosibacteraceae
FGB6469	2	f__Lewinellaceae,f__Rickettsiales_unclassified
FGB6470	1	f__Anaplasmataceae
FGB6474	2	f__Akkermansiaceae,f__Microscillaceae
FGB6477	1	f__Chitinophagaceae
FGB6478	1	f__Chitinophagaceae
FGB6479	1	f__Chitinophagaceae
FGB6483	1	f__Chitinophagaceae
FGB6484	1	f__Chitinophagaceae
FGB6491	1	f__Fervidobacteriaceae
FGB6496	1	f__Rikenellaceae
FGB6497	1	f__Prevotellaceae
FGB6498	1	f__Candidatus_Omnitrophica_unclassified
FGB6499	1	f__Candidatus_Omnitrophica_unclassified
FGB6503	1	f__Cytophagaceae
FGB6505	1	f__Crocinitomicaceae
FGB6506	1	f__Crocinitomicaceae
FGB6523	1	f__Prolixibacteraceae
FGB6526	1	f__Marinilabiliaceae
FGB6529	1	f__Bacteroidaceae
FGB6530	1	f__Marinilabiliaceae
FGB6531	1	f__Marinilabiliaceae
FGB6532	1	f__Flavobacteriaceae
FGB6539	1	f__Flavobacteriaceae
FGB6540	1	f__Flavobacteriaceae
FGB6549	1	f__Weeksellaceae
FGB6555	1	f__Sphingobacteriaceae
FGB6560	1	f__Sphingobacteriaceae
FGB6561	1	f__Sphingobacteriaceae
FGB6562	1	f__Sphingobacteriaceae
FGB6564	2	f__Pirellulaceae,f__Planctomycetaceae
FGB6565	1	f__Pirellulaceae
FGB6567	1	f__Persicobacteraceae
FGB6568	1	f__Cyclobacteriaceae
FGB6574	1	f__Cytophagaceae
FGB6575	1	f__Cytophagaceae
FGB6579	1	f__Cytophagaceae
FGB6581	1	f__Flammeovirgaceae
FGB6590	1	f__Hymenobacteraceae
FGB6591	1	f__Hymenobacteraceae
FGB6592	1	f__Chitinophagaceae
FGB6593	1	f__Chitinophagaceae
FGB6594	1	f__Chitinophagaceae
FGB6600	1	f__Mycoplasmataceae
FGB6606	1	f__Nautiliaceae
FGB6611	1	f__Deferribacteraceae
FGB6616	1	f__Desulfurellaceae
FGB6618	1	f__Hydrogenothermaceae
FGB6621	1	f__Verrucomicrobiaceae
FGB6623	2	f__Verrucomicrobiaceae,f__Verrucomicrobia_unclassified
FGB6624	1	f__Methylacidiphilaceae
FGB6627	2	f__Anaerolineaceae,f__Hydrogenophilales_unclassified
FGB6629	1	f__Candidatus_Marinimicrobia_unclassified
FGB6641	1	f__Lachnospiraceae
FGB6642	1	f__Lachnospiraceae
FGB6643	1	f__Lachnospiraceae
FGB6644	1	f__Lachnospiraceae
FGB6645	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB6646	1	f__Lachnospiraceae
FGB6647	1	f__Syntrophobacteraceae
FGB6649	1	f__Lewinellaceae
FGB6650	1	f__Lewinellaceae
FGB6653	2	f__Oxalobacteraceae,f__Sneathiellaceae
FGB6655	1	f__Thermogemmatisporaceae
FGB6656	1	f__Dictyobacteraceae
FGB6663	1	f__Succinivibrionaceae
FGB6672	1	f__Spirochaetaceae
FGB6673	1	f__Spirochaetaceae
FGB6675	2	f__Acholeplasmataceae,f__Tenericutes_unclassified
FGB6677	2	f__Erysipelotrichaceae,f__Bacteroidaceae
FGB6679	1	f__Amoebophilaceae
FGB6683	1	f__Mycoplasmataceae
FGB6685	1	f__Mycoplasmataceae
FGB6689	1	f__Mycoplasmataceae
FGB6710	1	f__Calotrichaceae
FGB6715	1	f__Pseudanabaenaceae
FGB6716	1	f__Alcaligenaceae
FGB6719	1	f__Hyellaceae
FGB6721	3	f__Cyanothecaceae,f__Aphanothecaceae,f__Cyanobacteria_unclassified
FGB6726	1	f__Oscillatoriaceae
FGB6730	1	f__Thiotrichaceae
FGB6732	1	f__Candidatus_Midichloriaceae
FGB6735	1	f__Cellvibrionaceae
FGB6736	2	f__Thiofilaceae,f__Thiolinaceae
FGB6744	1	f__Oceanospirillaceae
FGB6747	5	f__Alteromonadales_unclassified,f__Gammaproteobacteria_unclassified,f__Cellvibrionaceae,f__Ferrimonadaceae,f__Oceanospirillaceae
FGB6750	1	f__Eubacteriaceae
FGB6753	1	f__Eubacteriaceae
FGB6755	1	f__Clostridiales_Family_XIII_Incertae_Sedis
FGB6757	2	f__Oscillospiraceae,f__Clostridiales_Family_XIII_Incertae_Sedis
FGB6771	1	f__Fusobacteriaceae
FGB6777	1	f__Alteromonadaceae
FGB6779	2	f__Alteromonadaceae,f__Clostridiaceae
FGB6780	2	f__Peptostreptococcaceae,f__Clostridiaceae
FGB6782	2	f__Alcaligenaceae,f__Clostridiaceae
FGB6787	1	f__Paenibacillaceae
FGB6788	1	f__Paenibacillaceae
FGB6790	1	f__Paenibacillaceae
FGB6791	1	f__Paenibacillaceae
FGB6793	1	f__Paenibacillaceae
FGB6797	1	f__Paenibacillaceae
FGB6801	1	f__Paenibacillaceae
FGB6802	2	f__Orbaceae,f__Paenibacillaceae
FGB6805	2	f__Bacillaceae,f__Pasteurellaceae
FGB6811	1	f__Paenibacillaceae
FGB6812	1	f__Paenibacillaceae
FGB6820	1	f__Christensenellaceae
FGB6825	1	f__Ruminococcaceae
FGB6838	1	f__Lachnospiraceae
FGB6840	2	f__Clostridiales_unclassified,f__Defluviitaleaceae
FGB6849	1	f__Peptoniphilaceae
FGB6851	2	f__Alteromonadaceae,f__Carnobacteriaceae
FGB6858	1	f__Lactobacillaceae
FGB6865	2	f__Desulfovibrionaceae,f__Prevotellaceae
FGB6869	1	f__Carnobacteriaceae
FGB6876	1	f__Sporolactobacillaceae
FGB6883	1	f__Bacillaceae
FGB6884	1	f__Bacillaceae
FGB6885	1	f__Vibrionaceae
FGB6886	1	f__Sporolactobacillaceae
FGB6887	2	f__Bacillaceae,f__Bacillales_Family_X_Incertae_Sedis
FGB6892	1	f__Planococcaceae
FGB6897	1	f__Bacillaceae
FGB6899	2	f__Bacillaceae,f__Vibrionaceae
FGB6901	1	f__Bacillaceae
FGB6903	1	f__Vibrionaceae
FGB6906	2	f__Bacillaceae,f__Vibrionaceae
FGB6914	2	f__Peptostreptococcaceae,f__Ruminococcaceae
FGB6917	2	f__Kangiellaceae,f__Vibrionaceae
FGB6920	1	f__Peptococcaceae
FGB6930	1	f__Thermoactinomycetaceae
FGB6933	1	f__Clostridiaceae
FGB6947	2	f__Sporomusaceae,f__Veillonellaceae
FGB6948	1	f__Sporomusaceae
FGB6952	1	f__Halobacteroidaceae
FGB6955	1	f__Tissierellia_unclassified
FGB6958	1	f__Alicyclobacillaceae
FGB6959	1	f__Alicyclobacillaceae
FGB6960	1	f__Alicyclobacillaceae
FGB6968	3	f__Peptococcaceae,f__Hungateiclostridiaceae,f__Tissierellaceae
FGB6969	2	f__Peptococcaceae,f__Syntrophomonadaceae
FGB6970	2	f__Peptococcaceae,f__Budviciaceae
FGB6974	1	f__Methylocystaceae
FGB6981	1	f__Cohaesibacteraceae
FGB6985	2	f__Bacillaceae,f__Actinobacteria_unclassified
FGB6989	1	f__Rhodobacteraceae
FGB6994	1	f__Kiloniellaceae
FGB6995	1	f__Bacteria_unclassified
FGB7005	2	f__Silvanigrellaceae,f__Silvanigrellales_unclassified
FGB7006	2	f__Acidobacteriaceae,f__Erwiniaceae
FGB7007	1	f__Acidobacteriaceae
FGB7008	1	f__Acidobacteriaceae
FGB7013	1	f__Psychromonadaceae
FGB7014	1	f__Oceanospirillaceae
FGB7015	2	f__Thiotrichaceae,f__Erwiniaceae
FGB7017	2	f__Coxiellaceae,f__Erwiniaceae
FGB7027	1	f__Alcaligenaceae
FGB7031	1	f__Sulfuricellaceae
FGB7036	1	f__Burkholderiaceae
FGB7049	1	f__Succinivibrionaceae
FGB7056	2	f__Chromatiaceae,f__Shewanellaceae
FGB7057	1	f__Piscirickettsiaceae
FGB7058	2	f__Piscirickettsiaceae,f__Shewanellaceae
FGB7060	1	f__Shewanellaceae
FGB7061	1	f__Alteromonadaceae
FGB7063	1	f__Alteromonadaceae
FGB7071	1	f__Pasteurellaceae
FGB7075	1	f__Gammaproteobacteria_unclassified
FGB7076	1	f__Alteromonadaceae
FGB7080	1	f__Vibrionaceae
FGB7082	1	f__Ferrimonadaceae
FGB7083	1	f__Moritellaceae
FGB7087	1	f__Yersiniaceae
FGB7092	1	f__Alcanivoracaceae
FGB7096	2	f__Moraxellaceae,f__Carnobacteriaceae
FGB7098	1	f__Pseudomonadaceae
FGB7101	1	f__Kordiimonadaceae
FGB7102	2	f__Moraxellaceae,f__Kordiimonadaceae
FGB7105	1	f__Rhodobacteraceae
FGB7106	1	f__Rhodobacteraceae
FGB7111	2	f__Sphingomonadaceae,f__Erythrobacteraceae
FGB7119	1	f__Lichenihabitantaceae
FGB7122	1	f__Rhodospirillaceae
FGB7124	2	f__Rhodothalassiaceae,f__Rhodospirillaceae
FGB7125	1	f__Rhodospirillaceae
FGB7127	1	f__Rhodospirillaceae
FGB7130	2	f__Moraxellaceae,f__Burkholderiales_unclassified
FGB7131	1	f__Ectothiorhodospiraceae
FGB7133	3	f__Alteromonadales_unclassified,f__Moraxellaceae,f__Cellvibrionaceae
FGB7142	2	f__Oceanospirillales_unclassified,f__Endozoicomonadaceae
FGB7145	1	f__Gammaproteobacteria_unclassified
FGB7146	2	f__Granulosicoccaceae,f__Ectothiorhodospiraceae
FGB7147	1	f__Hahellaceae
FGB7149	2	f__Gammaproteobacteria_unclassified,f__Halomonadaceae
FGB7157	1	f__Aestuariirhabdaceae
FGB7158	2	f__Alphaproteobacteria_unclassified,f__Oceanospirillaceae
FGB7159	2	f__Saccharospirillaceae,f__Bacteria_unclassified
FGB7161	1	f__Microbulbiferaceae
FGB7162	1	f__Halomonadaceae
FGB7166	2	f__Thioalkalibacteraceae,f__Hydrogenophilaceae
FGB7170	2	f__Algiphilaceae,f__Sinobacteraceae
FGB7173	1	f__Moraxellaceae
FGB7181	1	f__Rubrobacteraceae
FGB7182	2	f__Rhodobacteraceae,f__Firmicutes_unclassified
FGB7189	1	f__Bacillaceae
FGB7193	1	f__Chloroflexaceae
FGB7194	1	f__Oscillochloridaceae
FGB7195	2	f__Oscillochloridaceae,f__Chloroflexales_unclassified
FGB7199	1	f__Steroidobacteraceae
FGB7200	2	f__Bradymonadales_unclassified,f__Bradymonadaceae
FGB7201	2	f__Rhodobacteraceae,f__Candidatus_Bipolaricaulota_unclassified
FGB7206	2	f__Methanomassiliicoccaceae,f__Rhodobacteraceae
FGB7207	2	f__Rhodobacteraceae,f__Bryobacterales_unclassified
FGB7210	2	f__Rhodobacteraceae,f__Desulfuromonadaceae
FGB7211	1	f__Solibacteraceae
FGB7212	2	f__Rhodobacteraceae,f__Bryobacteraceae
FGB7213	1	f__Rhodobacteraceae
FGB7214	2	f__Rhodobacteraceae,f__Blastocatellia_unclassified
FGB7215	1	f__Gemmataceae
FGB7222	1	f__Synergistaceae
FGB7223	2	f__Rhodobacteraceae,f__Synergistaceae
FGB7225	1	f__Holophagaceae
FGB7227	1	f__Bacillaceae
FGB7229	1	f__Actinobacteria_unclassified
FGB7232	1	f__Microbacteriaceae
FGB7233	1	f__Balneolaceae
FGB7240	1	f__Rhodobacteraceae
FGB7244	1	f__Actinomycetaceae
FGB7246	1	f__Actinomycetaceae
FGB7251	6	f__Rhodobacteraceae,f__Solirubrobacteraceae,f__Conexibacteraceae,f__Solirubrobacterales_unclassified,f__Patulibacteraceae,f__Gaiellaceae
FGB7254	2	f__Mycobacteriaceae,f__Rhodobacteraceae
FGB7255	2	f__Pseudonocardiaceae,f__Rhodobacteraceae
FGB7257	4	f__Nitriliruptoraceae,f__Euzebyaceae,f__Egibacteraceae,f__Egicoccaceae
FGB7258	2	f__Ilumatobacteraceae,f__Rhodobacteraceae
FGB7263	2	f__Dermacoccaceae,f__Dermatophilaceae
FGB7265	2	f__Jonesiaceae,f__Micrococcales_unclassified
FGB7266	1	f__Rhodobacteraceae
FGB7268	1	f__Microbacteriaceae
FGB7271	1	f__Geodermatophilaceae
FGB7274	2	f__Rhodobacteraceae,f__Frankiaceae
FGB7276	1	f__Desulfobulbaceae
FGB7282	1	f__Desulfovibrionaceae
FGB7291	1	f__Desulfonatronaceae
FGB7292	1	f__Desulfohalobiaceae
FGB7314	1	f__Rhodobacteraceae
FGB7317	1	f__Rhodobacteraceae
FGB7342	1	f__Rhodobacteraceae
FGB7346	1	f__Rhodobacteraceae
FGB7370	1	f__Rhodobacteraceae
FGB7396	2	f__Bacillaceae,f__Rhodobacteraceae
FGB7475	2	f__Iodidimonadaceae,f__Kordiimonadales_unclassified
FGB7525	1	f__Hyphomicrobiaceae
FGB7538	2	f__Rhodobacteraceae,f__Rhizobiales_unclassified
FGB7541	1	f__Rhodobacteraceae
FGB7554	1	f__Brucellaceae
FGB7561	2	f__Phyllobacteriaceae,f__Muribaculaceae
FGB7585	2	f__Rhizobiaceae,f__Beijerinckiaceae
FGB7631	1	f__Crocinitomicaceae
FGB7644	1	f__Acetobacteraceae
FGB7648	1	f__Acetobacteraceae
FGB7650	2	f__Acetobacteraceae,f__Rhodospirillales_unclassified
FGB7667	1	f__Bradyrhizobiaceae
FGB7690	1	f__Beijerinckiaceae
FGB7705	2	f__Chelatococcaceae,f__Rhodobacteraceae
FGB7728	1	f__Aurantimonadaceae
FGB7732	1	f__Aurantimonadaceae
FGB7733	1	f__Aurantimonadaceae
FGB7758	1	f__Erythrobacteraceae
FGB7777	1	f__Erythrobacteraceae
FGB7802	1	f__Sphingomonadaceae
FGB7805	1	f__Sphingomonadaceae
FGB7814	1	f__Sphingomonadaceae
FGB7831	1	f__Sphingomonadaceae
FGB7838	1	f__Sphingomonadaceae
FGB7862	1	f__Sphingomonadaceae
FGB7901	1	f__Caulobacteraceae
FGB7928	1	f__Rhodospirillaceae
FGB8002	2	f__Alteromonadaceae,f__Candidatus_Paracaedibacteraceae
FGB8006	1	f__Acidimicrobiales_unclassified
FGB8013	1	f__Acidimicrobiales_unclassified
FGB8014	1	f__Actinobacteria_unclassified
FGB8019	1	f__Alcanivoracaceae
FGB8028	1	f__Microbulbiferaceae
FGB8035	1	f__Halieaceae
FGB8041	1	f__Halieaceae
FGB8084	1	f__Chromatiaceae
FGB8131	1	f__Pseudomonadaceae
FGB8152	1	f__Lachnospiraceae
FGB8155	1	f__Pseudomonadaceae
FGB8199	2	f__Flavobacteriaceae,f__Rhodanobacteraceae
FGB8205	1	f__Rhodanobacteraceae
FGB8227	1	f__Rhodocyclaceae
FGB8232	1	f__Rhodocyclaceae
FGB8234	2	f__Zoogloeaceae,f__Sterolibacteriaceae
FGB8249	1	f__Rhodocyclaceae
FGB8279	1	f__Ruminococcaceae
FGB8280	1	f__Ruminococcaceae
FGB8287	3	f__Clostridia_unclassified,f__Ruminococcaceae,f__Clostridiaceae
FGB8288	1	f__Ruminococcaceae
FGB8289	1	f__Ruminococcaceae
FGB8294	1	f__Comamonadaceae
FGB8298	2	f__Comamonadaceae,f__Erwiniaceae
FGB8320	2	f__Comamonadaceae,f__Ruminococcaceae
FGB8321	2	f__Comamonadaceae,f__Ruminococcaceae
FGB8324	1	f__Comamonadaceae
FGB8325	1	f__Ruminococcaceae
FGB8361	1	f__Ruminococcaceae
FGB8363	1	f__Ruminococcaceae
FGB8365	1	f__Ruminococcaceae
FGB8376	1	f__Ruminococcaceae
FGB8387	1	f__Oxalobacteraceae
FGB8411	1	f__Burkholderiaceae
FGB8430	1	f__Chromobacteriaceae
FGB8437	1	f__Alcaligenaceae
FGB8448	1	f__Alcaligenaceae
FGB8451	1	f__Alcaligenaceae
FGB8570	1	f__Oceanospirillaceae
FGB8597	1	f__Gammaproteobacteria_unclassified
FGB8618	1	f__Nitrosomonadaceae
FGB8621	1	f__Oxalobacteraceae
FGB8633	1	f__Methylophilaceae
FGB8668	1	f__Microcoleaceae
FGB8686	2	f__Aphanizomenonaceae,f__Nostocales_unclassified
FGB8709	2	f__Leptolyngbyaceae,f__Cyanobacteria_unclassified
FGB8717	2	f__Sphingomonadaceae,f__Microcoleaceae
FGB8759	1	f__Oceanospirillaceae
FGB8909	1	f__Mariprofundaceae
FGB8999	1	f__Colwelliaceae
FGB9000	1	f__Colwelliaceae
FGB9028	1	f__Pseudoalteromonadaceae
FGB9118	1	f__Clostridia_unclassified
FGB9422	1	f__Eggerthellaceae
