FGB ID	Number of Families	Family names
FGB2293	1	f__Kiloniellaceae
FGB2302	3	f__Nocardiaceae,f__Nitrospiraceae,f__Burkholderiaceae
FGB2308	1	f__Gammaproteobacteria_unclassified
FGB2318	1	f__Kangiellaceae
FGB2327	1	f__Porticoccaceae
FGB2337	1	f__Piscirickettsiaceae
FGB2338	1	f__Piscirickettsiaceae
FGB2342	1	f__Lewinellaceae
FGB2366	1	f__Calditrichaceae
FGB2377	2	f__Victivallales_unclassified,f__Victivallaceae
FGB2381	1	f__Akkermansiaceae
FGB2382	1	f__Akkermansiaceae
FGB2396	2	f__Sutterellaceae,f__Burkholderiales_unclassified
FGB2398	1	f__Sutterellaceae
FGB2399	1	f__Sutterellaceae
FGB2400	1	f__Sutterellaceae
FGB2418	1	f__Xanthomonadaceae
FGB2419	1	f__Coxiellaceae
FGB2424	1	f__Halothiobacillaceae
FGB2429	1	f__Oxalobacteraceae
FGB2430	1	f__Oxalobacteraceae
FGB2432	1	f__Gallionellaceae
FGB2433	1	f__Cardiobacteriaceae
FGB2434	2	f__Neisseriaceae,f__Helicobacteraceae
FGB2435	1	f__Methylophilaceae
FGB2437	1	f__Neisseriaceae
FGB2438	3	f__Oxalobacteraceae,f__Burkholderiaceae,f__Chromobacteriaceae
FGB2439	1	f__Ferrovaceae
FGB2440	1	f__Alcaligenaceae
FGB2441	2	f__Alcaligenaceae,f__Betaproteobacteria_unclassified
FGB2444	1	f__Bacteria_unclassified
FGB2459	1	f__Idiomarinaceae
FGB2460	1	f__Idiomarinaceae
FGB2461	1	f__Idiomarinaceae
FGB2462	1	f__Alteromonadaceae
FGB2463	1	f__Alteromonadaceae
FGB2466	1	f__Alteromonadaceae
FGB2467	2	f__Pseudoalteromonadaceae,f__Alteromonadaceae
FGB2468	1	f__Gammaproteobacteria_unclassified
FGB2469	3	f__Gammaproteobacteria_unclassified,f__Alcaligenaceae,f__Idiomarinaceae
FGB2470	2	f__Comamonadaceae,f__Burkholderiales_unclassified
FGB2471	2	f__Spirulinaceae,f__Prochlorotrichaceae
FGB2475	1	f__Psychromonadaceae
FGB2476	1	f__Orbaceae
FGB2477	2	f__Pasteurellaceae,f__Pseudomonadaceae
FGB2478	3	f__Gammaproteobacteria_unclassified,f__Alteromonadaceae,f__Chromatiaceae
FGB2479	1	f__Vibrionaceae
FGB2481	1	f__Enterobacterales_unclassified
FGB2482	3	f__Aeromonadaceae,f__Gammaproteobacteria_unclassified,f__Ferrimonadaceae
FGB2483	8	f__Budviciaceae,f__Hafniaceae,f__Morganellaceae,f__Yersiniaceae,f__Erwiniaceae,f__Enterobacteriaceae,f__Pectobacteriaceae,f__Enterobacterales_unclassified
FGB2486	1	f__Moritellaceae
FGB2487	2	f__Ferrimonadaceae,f__Shewanellaceae
FGB2490	4	f__Rhizobiaceae,f__Moraxellaceae,f__Bacillaceae,f__Yersiniaceae
FGB2491	1	f__Moraxellaceae
FGB2493	1	f__Moraxellaceae
FGB2494	1	f__Moraxellaceae
FGB2500	1	f__Candidatus_Competibacteraceae
FGB2504	1	f__Acidiferrobacteraceae
FGB2506	1	f__Rhodospirillaceae
FGB2509	2	f__Hyphomonadaceae,f__Parvularculaceae
FGB2517	1	f__Rhodobacteraceae
FGB2519	2	f__Hyphomonadaceae,f__Rhodobacteraceae
FGB2526	1	f__Rhodobacteraceae
FGB2527	1	f__Rhodobacteraceae
FGB2531	1	f__Acetobacteraceae
FGB2532	1	f__Acetobacteraceae
FGB2533	1	f__Rhodospirillaceae
FGB2534	2	f__Alphaproteobacteria_unclassified,f__Rhodospirillaceae
FGB2535	2	f__Alphaproteobacteria_unclassified,f__Parvularculaceae
FGB2537	2	f__Alphaproteobacteria_unclassified,f__Caulobacteraceae
FGB2540	2	f__Hyphomicrobiaceae,f__Rhizobiales_unclassified
FGB2541	1	f__Hyphomicrobiaceae
FGB2542	2	f__Rhodobiaceae,f__Alphaproteobacteria_unclassified
FGB2543	1	f__Hyphomicrobiaceae
FGB2544	1	f__Hyphomicrobiaceae
FGB2547	23	f__Acetobacteraceae,f__Notoacmeibacteraceae,f__Bradyrhizobiaceae,f__Geminicoccaceae,f__Rhodospirillales_unclassified,f__Salinarimonadaceae,f__Chelatococcaceae,f__Methylobacteriaceae,f__Rhizobiaceae,f__Xanthobacteraceae,f__Bacteria_unclassified,f__Methylocystaceae,f__Aurantimonadaceae,f__Ancalomicrobiaceae,f__Rhodospirillaceae,f__Phyllobacteriaceae,f__Hyphomicrobiaceae,f__Rhodobacteraceae,f__Rhizobiales_unclassified,f__Alphaproteobacteria_unclassified,f__Rhodobiaceae,f__Brucellaceae,f__Cohaesibacteraceae
FGB2548	2	f__Beijerinckiaceae,f__Methylocystaceae
FGB2549	22	f__Acetobacteraceae,f__Bradyrhizobiaceae,f__Rhodospirillales_unclassified,f__Salinarimonadaceae,f__Chelatococcaceae,f__Methylobacteriaceae,f__Rhizobiaceae,f__Xanthobacteraceae,f__Methylocystaceae,f__Bacteria_unclassified,f__Aurantimonadaceae,f__Rhodospirillaceae,f__Hyphomicrobiaceae,f__Rhodobacteraceae,f__Rhizobiales_unclassified,f__Alphaproteobacteria_unclassified,f__Rhodobiaceae,f__Aestuariivirgaceae,f__Cohaesibacteraceae,f__Caulobacteraceae,f__Roseiarcaceae,f__Beijerinckiaceae
FGB2551	1	f__Erythrobacteraceae
FGB2552	7	f__Sphingomonadales_unclassified,f__Bacillaceae,f__Alphaproteobacteria_unclassified,f__Nostocaceae,f__Erythrobacteraceae,f__Sphingomonadaceae,f__Caulobacteraceae
FGB2553	1	f__Hyphomonadaceae
FGB2554	3	f__Alphaproteobacteria_unclassified,f__Sphingomonadaceae,f__Caulobacteraceae
FGB2556	2	f__Rhodobiaceae,f__Rhodospirillaceae
FGB2563	2	f__Gammaproteobacteria_unclassified,f__Halomonadaceae
FGB2564	1	f__Spongiibacteraceae
FGB2566	2	f__Alteromonadaceae,f__Halomonadaceae
FGB2568	1	f__Alcanivoracaceae
FGB2569	1	f__Microbulbiferaceae
FGB2572	1	f__Halieaceae
FGB2573	2	f__Gammaproteobacteria_unclassified,f__Halieaceae
FGB2574	1	f__Alcaligenaceae
FGB2575	1	f__Alcaligenaceae
FGB2576	1	f__Alcaligenaceae
FGB2577	1	f__Salinisphaeraceae
FGB2581	1	f__Ectothiorhodospiraceae
FGB2583	5	f__Thioalkalispiraceae,f__Gammaproteobacteria_unclassified,f__Candidatus_Competibacteraceae,f__Chromatiales_unclassified,f__Ectothiorhodospiraceae
FGB2584	1	f__Chromatiaceae
FGB2585	2	f__Gammaproteobacteria_unclassified,f__Ectothiorhodospiraceae
FGB2589	2	f__Ectothiorhodospiraceae,f__Salinisphaeraceae
FGB2590	5	f__Burkholderiaceae,f__Micrococcaceae,f__Gammaproteobacteria_unclassified,f__Pseudomonadaceae,f__Xanthomonadaceae
FGB2592	1	f__Sinobacteraceae
FGB2593	2	f__Xanthomonadaceae,f__Rhodanobacteraceae
FGB2594	18	f__Comamonadaceae,f__Burkholderiaceae,f__Rhodobacteraceae,f__Betaproteobacteria_unclassified,f__Gallionellaceae,f__Azonexaceae,f__Oxalobacteraceae,f__Bacteria_unclassified,f__Chromobacteriaceae,f__Pseudomonadaceae,f__Sterolibacteriaceae,f__Rhodocyclaceae,f__Neisseriaceae,f__Zoogloeaceae,f__Burkholderiales_unclassified,f__Alcaligenaceae,f__Hydrogenophilaceae,f__Thiobacillaceae
FGB2595	1	f__Burkholderiaceae
FGB2597	1	f__Betaproteobacteria_unclassified
FGB2598	2	f__Gallionellaceae,f__Thiobacillaceae
FGB2603	7	f__Gemmatimonadaceae,f__Anaeromyxobacteraceae,f__Nannocystaceae,f__Myxococcales_unclassified,f__Kofleriaceae,f__Polyangiaceae,f__Sandaracinaceae
FGB2604	3	f__Archangiaceae,f__Polyangiaceae,f__Myxococcaceae
FGB2609	3	f__Thermoleophilaceae,f__Conexibacteraceae,f__Patulibacteraceae
FGB2623	1	f__Thiotrichaceae
FGB2637	1	f__Pseudomonadaceae
FGB2638	1	f__Oceanospirillaceae
FGB2639	1	f__Oceanospirillaceae
FGB2641	1	f__Oceanospirillaceae
FGB2642	1	f__Oceanospirillaceae
FGB2645	1	f__Hahellaceae
FGB2657	1	f__Nitrosomonadaceae
FGB2658	1	f__Nitrosomonadaceae
FGB2659	1	f__Nitrosomonadaceae
FGB2660	1	f__Nitrosomonadaceae
FGB2661	1	f__Nitrosomonadaceae
FGB2662	1	f__Nitrosomonadaceae
FGB2663	1	f__Gloeobacteraceae
FGB2664	1	f__Synechococcaceae
FGB2665	3	f__Coleofasciculaceae,f__Leptolyngbyaceae,f__Oscillatoriaceae
FGB2669	1	f__Synechococcaceae
FGB2671	1	f__Leptolyngbyaceae
FGB2674	1	f__Synechococcaceae
FGB2677	1	f__Pseudanabaenaceae
FGB2680	1	f__Oscillatoriaceae
FGB2681	2	f__Coleofasciculaceae,f__Microcoleaceae
FGB2683	3	f__Spirulinaceae,f__Oscillatoriaceae,f__Microcoleaceae
FGB2684	1	f__Microcoleaceae
FGB2685	2	f__Microcoleaceae,f__Oscillatoriaceae
FGB2686	2	f__Oscillatoriaceae,f__Microcoleaceae
FGB2688	1	f__Nostocaceae
FGB2689	1	f__Hydrococcaceae
FGB2690	5	f__Chroococcales_unclassified,f__Chroococcidiopsidaceae,f__Merismopediaceae,f__Scytonemataceae,f__Chroococcaceae
FGB2691	1	f__Calotrichaceae
FGB2692	2	f__Aphanizomenonaceae,f__Nostocaceae
FGB2693	12	f__Symphyonemataceae,f__Nostocaceae,f__Scytonemataceae,f__Fortieaceae,f__Tolypothrichaceae,f__Calotrichaceae,f__Nostocales_unclassified,f__Hapalosiphonaceae,f__Chlorogloeopsidaceae,f__Aphanizomenonaceae,f__Rivulariaceae,f__Cyanobacteria_unclassified
FGB2694	1	f__Leptolyngbyaceae
FGB2697	2	f__Chroococcaceae,f__Cyanobacteriaceae
FGB2700	1	f__Microcystaceae
FGB2701	1	f__Aphanothecaceae
FGB2702	2	f__Synechococcaceae,f__Aphanothecaceae
FGB2703	2	f__Chroococcaceae,f__Dermocarpellaceae
FGB2705	1	f__Merismopediaceae
FGB2706	3	f__Leptolyngbyaceae,f__Synechococcaceae,f__Pseudanabaenaceae
FGB2709	2	f__Burkholderiaceae,f__Betaproteobacteria_unclassified
FGB2711	1	f__Oceanospirillaceae
FGB2712	1	f__Oceanospirillaceae
FGB2714	1	f__Leptospiraceae
FGB2715	1	f__Leptospiraceae
FGB2716	1	f__Leptospiraceae
FGB2717	1	f__Ectothiorhodospiraceae
FGB2724	1	f__Acidithiobacillaceae
FGB2725	1	f__Thiotrichaceae
FGB2728	2	f__Alteromonadaceae,f__Cellvibrionaceae
FGB2731	1	f__Legionellaceae
FGB2732	1	f__Legionellaceae
FGB2733	1	f__Legionellaceae
FGB2735	3	f__Methylococcaceae,f__Gammaproteobacteria_unclassified,f__Bacteria_unclassified
FGB2736	4	f__Gammaproteobacteria_unclassified,f__Alteromonadaceae,f__Piscirickettsiaceae,f__Idiomarinaceae
FGB2737	1	f__Spirochaetaceae
FGB2739	1	f__Spirochaetaceae
FGB2741	2	f__Thiotrichaceae,f__Gottschalkiaceae
FGB2745	1	f__Thiotrichaceae
FGB2755	1	f__Cellvibrionaceae
FGB2759	1	f__Oceanospirillaceae
FGB2761	1	f__Endozoicomonadaceae
FGB2764	1	f__Oleiphilaceae
FGB2767	2	f__Spongiibacteraceae,f__Oceanospirillaceae
FGB2775	2	f__Zetaproteobacteria_unclassified,f__Mariprofundaceae
FGB2778	1	f__Chromatiaceae
FGB2779	1	f__Crenotrichaceae
FGB2782	3	f__Methylococcaceae,f__Thioalkalispiraceae,f__Thermithiobacillaceae
FGB2783	1	f__Methylococcaceae
FGB2784	1	f__Methylococcaceae
FGB2785	1	f__Legionellaceae
FGB2792	1	f__Thiotrichaceae
FGB2797	1	f__Coxiellaceae
FGB2798	1	f__Piscirickettsiaceae
FGB2803	2	f__Hungateiclostridiaceae,f__Clostridiaceae
FGB2812	1	f__Piscirickettsiaceae
FGB2813	1	f__Piscirickettsiaceae
FGB2814	1	f__Alteromonadaceae
FGB2816	1	f__Colwelliaceae
FGB2817	1	f__Pseudoalteromonadaceae
FGB2818	1	f__Pseudoalteromonadaceae
FGB2891	1	f__Caldicoprobacteraceae
FGB2892	2	f__Catabacteriaceae,f__Christensenellaceae
FGB2991	3	f__Atopobiaceae,f__Bacteria_unclassified,f__Coriobacteriaceae
FGB2993	5	f__Atopobiaceae,f__Eggerthellaceae,f__Coriobacteriales_unclassified,f__Bacteria_unclassified,f__Coriobacteriaceae
FGB2998	1	f__Ruminococcaceae
FGB3001	1	f__Ruminococcaceae
FGB3014	2	f__Ruminococcaceae,f__Clostridiaceae
FGB3015	3	f__Clostridiaceae,f__Bacteria_unclassified,f__Ruminococcaceae
FGB3021	2	f__Ruminococcaceae,f__Clostridia_unclassified
FGB3046	1	f__Ruminococcaceae
FGB3049	1	f__Ruminococcaceae
FGB3052	3	f__Clostridiaceae,f__Clostridia_unclassified,f__Ruminococcaceae
FGB3056	4	f__Clostridiales_unclassified,f__Oscillospiraceae,f__Ruminococcaceae,f__Clostridiaceae
FGB3057	1	f__Ruminococcaceae
FGB3058	1	f__Ruminococcaceae
FGB3067	1	f__Clostridiales_unclassified
FGB3076	2	f__Desulfomicrobiaceae,f__Desulfovibrionaceae
FGB3078	1	f__Desulfovibrionaceae
FGB3082	2	f__Tissierellaceae,f__Actinomycetaceae
FGB3083	1	f__Actinomycetaceae
FGB3084	1	f__Propionibacteriaceae
FGB3085	1	f__Bifidobacteriaceae
FGB3086	1	f__Synergistaceae
FGB3087	1	f__Synergistaceae
FGB3089	1	f__Synergistaceae
FGB3090	1	f__Rhodothermaceae
FGB3091	2	f__Rhodothermaceae,f__Rubricoccaceae
FGB3092	2	f__Salinibacteraceae,f__Rhodothermaceae
FGB3105	1	f__Microthrixaceae
FGB3109	8	f__Nocardiaceae,f__Tsukamurellaceae,f__Gordoniaceae,f__Mycobacteriaceae,f__Dietziaceae,f__Corynebacteriales_unclassified,f__Segniliparaceae,f__Thermoactinomycetaceae
FGB3110	2	f__Propionibacteriaceae,f__Bifidobacteriaceae
FGB3111	1	f__Actinomycetaceae
FGB3112	2	f__Nocardioidaceae,f__Propionibacteriaceae
FGB3113	2	f__Dermatophilaceae,f__Actinomycetaceae
FGB3115	37	f__Micromonosporaceae,f__Thermomonosporaceae,f__Actinospicaceae,f__Streptosporangiaceae,f__Actinomycetales_unclassified,f__Intrasporangiaceae,f__Nocardiopsaceae,f__Streptosporangiales_unclassified,f__Nocardiaceae,f__Catenulisporaceae,f__Cryptosporangiaceae,f__Dermacoccaceae,f__Nakamurellaceae,f__Cellulomonadaceae,f__Frankiaceae,f__Frankiales_unclassified,f__Actinopolysporaceae,f__Actinobacteria_unclassified,f__Corynebacteriaceae,f__Kineosporiaceae,f__Promicromonosporaceae,f__Sanguibacteraceae,f__Beutenbergiaceae,f__Ruaniaceae,f__Glycomycetaceae,f__Dermatophilaceae,f__Demequinaceae,f__Streptomycetaceae,f__Bogoriellaceae,f__Motilibacteraceae,f__Jiangellaceae,f__Dermabacteraceae,f__Pseudonocardiaceae,f__Micrococcales_unclassified,f__Nocardioidaceae,f__Sporichthyaceae,f__Geodermatophilaceae
FGB3117	2	f__Microbacteriaceae,f__Micrococcaceae
FGB3118	2	f__Brevibacteriaceae,f__Micrococcaceae
FGB3119	20	f__Mycobacteriaceae,f__Actinomycetales_unclassified,f__Intrasporangiaceae,f__Bacillaceae,f__Dermacoccaceae,f__Cellulomonadaceae,f__Propionibacteriaceae,f__Rhodospirillaceae,f__Corynebacteriaceae,f__Actinobacteria_unclassified,f__Promicromonosporaceae,f__Kineosporiaceae,f__Microbacteriaceae,f__Beutenbergiaceae,f__Bogoriellaceae,f__Dermabacteraceae,f__Pseudonocardiaceae,f__Micrococcaceae,f__Nocardioidaceae,f__Geodermatophilaceae
FGB3124	2	f__Nocardioidaceae,f__Propionibacteriaceae
FGB3125	2	f__Microbacteriaceae,f__Micrococcaceae
FGB3126	1	f__Micrococcaceae
FGB3129	1	f__Corynebacteriaceae
FGB3130	1	f__Corynebacteriaceae
FGB3131	1	f__Corynebacteriaceae
FGB3132	2	f__Campylobacteraceae,f__Corynebacteriaceae
FGB3133	1	f__Actinomycetaceae
FGB3134	4	f__Dermacoccaceae,f__Promicromonosporaceae,f__Sanguibacteraceae,f__Actinomycetaceae
FGB3135	1	f__Actinomycetaceae
FGB3136	4	f__Ruaniaceae,f__Dermabacteraceae,f__Micrococcaceae,f__Actinomycetaceae
FGB3137	1	f__Actinomycetaceae
FGB3138	2	f__Propionibacteriaceae,f__Actinomycetaceae
FGB3139	1	f__Actinomycetaceae
FGB3142	1	f__Brevibacteriaceae
FGB3144	2	f__Jonesiaceae,f__Micrococcales_unclassified
FGB3147	1	f__Microbacteriaceae
FGB3150	1	f__Bifidobacteriaceae
FGB3152	1	f__Bifidobacteriaceae
FGB3153	2	f__Chlamydiaceae,f__Bifidobacteriaceae
FGB3165	1	f__Roseiflexaceae
FGB3167	1	f__Chloroflexaceae
FGB3168	1	f__Oscillochloridaceae
FGB3190	1	f__Chthonomonadaceae
FGB3262	1	f__Deinococcaceae
FGB3263	1	f__Thermaceae
FGB3264	1	f__Rubrobacteraceae
FGB3282	1	f__Gemmatimonadaceae
FGB3296	1	f__Chloroflexi_unclassified
FGB3361	1	f__Ardenticatenaceae
FGB3364	1	f__Herpetosiphonaceae
FGB3393	1	f__Bdellovibrionaceae
FGB3408	1	f__Halobacteriovoraceae
FGB3409	1	f__Bacteriovoracaceae
FGB4034	1	f__Chloroflexi_unclassified
FGB4069	1	f__Dehalococcoidaceae
FGB4070	1	f__Dehalococcoidia_unclassified
FGB4077	1	f__Aquificaceae
FGB4084	1	f__Aquificaceae
FGB4085	1	f__Hydrogenothermaceae
FGB4086	2	f__Aquificaceae,f__Hydrogenothermaceae
FGB4087	1	f__Candidatus_Kryptonia_unclassified
FGB4095	2	f__Haliscomenobacteraceae,f__Oscillatoriaceae
FGB4097	1	f__Leptolyngbyaceae
FGB4105	1	f__Synechococcaceae
FGB4106	1	f__Prochloraceae
FGB4107	2	f__Prochloraceae,f__Synechococcaceae
FGB4117	1	f__Desulfurellaceae
FGB4119	1	f__Desulfovibrionaceae
FGB4122	1	f__Borreliaceae
FGB4126	1	f__Thermodesulfobacteriaceae
FGB4127	1	f__Thermodesulfobacteriaceae
FGB4132	1	f__Nitrospiraceae
FGB4136	1	f__Endomicrobiaceae
FGB4140	1	f__Kosmotogaceae
FGB4141	1	f__Kosmotogaceae
FGB4142	1	f__Petrotogaceae
FGB4143	1	f__Fervidobacteriaceae
FGB4144	1	f__Thermotogaceae
FGB4169	2	f__Bacteria_unclassified,f__Archaea_unclassified
FGB4183	1	f__Campylobacteraceae
FGB4188	1	f__Epsilonproteobacteria_unclassified
FGB4191	1	f__Helicobacteraceae
FGB4197	1	f__Campylobacteraceae
FGB4201	1	f__Helicobacteraceae
FGB4202	1	f__Helicobacteraceae
FGB4203	1	f__Helicobacteraceae
FGB4204	1	f__Helicobacteraceae
FGB4205	1	f__Helicobacteraceae
FGB4208	1	f__Campylobacteraceae
FGB4209	1	f__Epsilonproteobacteria_unclassified
FGB4210	1	f__Nautiliaceae
FGB4211	1	f__Campylobacteraceae
FGB4213	1	f__Campylobacteraceae
FGB4217	1	f__Deferribacteraceae
FGB4238	1	f__Cohaesibacteraceae
FGB4239	1	f__Rhodobacteraceae
FGB4240	1	f__Rhodobacteraceae
FGB4241	1	f__Rhodobacteraceae
FGB4244	1	f__Sphingomonadaceae
FGB4248	1	f__Rhizobiaceae
FGB4249	1	f__Bartonellaceae
FGB4251	1	f__Bacteria_unclassified
FGB4343	1	f__Candidatus_Saccharibacteria_unclassified
FGB4353	1	f__Candidatus_Saccharibacteria_unclassified
FGB4357	1	f__Candidatus_Saccharibacteria_unclassified
FGB4361	1	f__Candidatus_Saccharibacteria_unclassified
FGB4679	1	f__Helicobacteraceae
FGB4740	2	f__Erysipelotrichaceae,f__Clostridiaceae
FGB4788	1	f__Hexamitidae
FGB4789	1	f__Malasseziaceae
FGB4792	1	f__Sarcocystidae
FGB4793	1	f__Trypanosomatidae
FGB4794	1	f__Trypanosomatidae
FGB4796	1	f__Entamoebidae
FGB4797	1	f__Trichinellidae
FGB4799	1	f__Pneumocystidaceae
FGB4800	1	f__Cryptosporidiidae
FGB4802	1	f__Aspergillaceae
FGB4803	1	f__Aspergillaceae
FGB4804	1	f__Cryptococcaceae
FGB4805	1	f__Cryptococcaceae
FGB4850	1	f__Cytophagaceae
FGB4891	1	f__Chitinophagaceae
FGB4895	1	f__Chitinophagaceae
FGB4908	1	f__Hymenobacteraceae
FGB4909	1	f__Hymenobacteraceae
FGB4911	1	f__Marinilabiliaceae
FGB4926	1	f__Muribaculaceae
FGB4930	1	f__Planctomycetaceae
FGB4934	1	f__Cytophagaceae
FGB4938	1	f__Cytophagaceae
FGB4939	1	f__Cytophagaceae
FGB4942	1	f__Cyclobacteriaceae
FGB4948	1	f__Flavobacteriaceae
FGB4961	1	f__Flavobacteriaceae
FGB4966	1	f__Flavobacteriaceae
FGB4968	1	f__Flavobacteriaceae
FGB4971	1	f__Flavobacteriaceae
FGB4972	1	f__Flavobacteriaceae
FGB4976	1	f__Flavobacteriaceae
FGB4978	1	f__Sphingobacteriaceae
FGB4984	1	f__Sphingobacteriaceae
FGB4987	1	f__Crocinitomicaceae
FGB5016	1	f__Helicobacteraceae
FGB5018	1	f__Helicobacteraceae
FGB5074	1	f__Hyphomicrobiaceae
FGB5084	2	f__Synechococcaceae,f__Aphanothecaceae
FGB5134	1	f__candidate_division_NC10_unclassified
FGB5147	1	f__Geobacteraceae
FGB5181	1	f__Oceanospirillaceae
FGB5184	1	f__Cellvibrionaceae
FGB5186	1	f__Gammaproteobacteria_unclassified
FGB5190	1	f__Oceanospirillaceae
FGB5194	1	f__Spongiibacteraceae
FGB5195	1	f__Hahellaceae
FGB5203	1	f__Psychromonadaceae
FGB5214	1	f__Salinisphaeraceae
FGB5216	3	f__Candidatus_Competibacteraceae,f__Gammaproteobacteria_unclassified,f__Ectothiorhodospiraceae
FGB5219	1	f__Sinobacteraceae
FGB5223	1	f__Wenzhouxiangellaceae
FGB5226	1	f__Moraxellaceae
FGB5231	1	f__Oxalobacteraceae
FGB5235	2	f__Alcaligenaceae,f__Burkholderiaceae
FGB5239	1	f__Balneatrichaceae
FGB5241	1	f__Thiotrichaceae
FGB5256	2	f__Moritellaceae,f__Psychromonadaceae
FGB5259	2	f__Methylophilaceae,f__Nitrosomonadales_unclassified
FGB5283	1	f__Cardiobacteriaceae
FGB5292	1	f__Chromobacteriaceae
FGB5302	1	f__Anaerolineaceae
FGB5322	1	f__Ruminococcaceae
FGB5324	1	f__Opitutaceae
FGB5330	2	f__Nocardioidaceae,f__Actinobacteria_unclassified
FGB5340	1	f__Micrococcaceae
FGB5344	1	f__Corynebacteriaceae
FGB5353	1	f__Dermatophilaceae
FGB5354	1	f__Microbacteriaceae
FGB5375	1	f__Balneolaceae
FGB5404	2	f__Brucellaceae,f__Rhizobiales_unclassified
FGB5406	1	f__Acetobacteraceae
FGB5425	1	f__Rhodobacteraceae
FGB5437	1	f__Parvularculaceae
FGB5438	2	f__Hyphomonadaceae,f__Parvularculaceae
FGB5450	1	f__Spirochaetaceae
FGB5492	1	f__Leptolyngbyaceae
FGB5493	1	f__Cyanobacteria_unclassified
FGB5494	3	f__Leptolyngbyaceae,f__Cyanobacteria_unclassified,f__Prochlorotrichaceae
FGB5498	2	f__Hyellaceae,f__Dermocarpellaceae
FGB5500	1	f__Cyanobacteria_unclassified
FGB5512	1	f__Coleofasciculaceae
FGB5538	1	f__Fusobacteriaceae
FGB5549	1	f__Proteinivoraceae
FGB5559	2	f__Sporomusaceae,f__Thermotogaceae
FGB5571	1	f__Staphylococcaceae
FGB5576	1	f__Bacillaceae
FGB5600	1	f__Planococcaceae
FGB5611	1	f__Lactobacillaceae
FGB5616	1	f__Leptospiraceae
FGB5624	1	f__Paenibacillaceae
FGB5634	1	f__Thermoactinomycetaceae
FGB5653	1	f__Ruminococcaceae
FGB5657	2	f__Lachnospiraceae,f__Clostridiaceae
FGB5658	1	f__Hungateiclostridiaceae
FGB5665	1	f__Methanospirillaceae
FGB5673	1	f__Methanosarcinaceae
FGB5703	1	f__Nanopusillaceae
FGB5708	1	f__Sulfolobaceae
FGB6398	1	f__Thaumarchaeota_unclassified
FGB6402	1	f__Verrucomicrobia_unclassified
FGB6406	1	f__Methanosarcinaceae
FGB6411	1	f__Methanocorpusculaceae
FGB6412	1	f__Methanomicrobiaceae
FGB6418	1	f__Epsilonproteobacteria_unclassified
FGB6422	1	f__Sulfolobaceae
FGB6429	1	f__Methanobacteriaceae
FGB6442	1	f__Desulfurobacteriaceae
FGB6445	1	f__Halobacteriovoraceae
FGB6451	1	f__Candidatus_Cryosericaceae
FGB6461	1	f__Candidatus_Marinimicrobia_unclassified
FGB6462	1	f__Candidatus_Marinimicrobia_unclassified
FGB6463	1	f__Candidatus_Parilichlamydiaceae
FGB6466	1	f__Fastidiosibacteraceae
FGB6477	1	f__Chitinophagaceae
FGB6479	1	f__Chitinophagaceae
FGB6480	1	f__Chitinophagaceae
FGB6483	1	f__Chitinophagaceae
FGB6484	1	f__Chitinophagaceae
FGB6496	1	f__Rikenellaceae
FGB6497	1	f__Prevotellaceae
FGB6503	1	f__Cytophagaceae
FGB6505	1	f__Crocinitomicaceae
FGB6506	1	f__Crocinitomicaceae
FGB6523	1	f__Prolixibacteraceae
FGB6526	1	f__Marinilabiliaceae
FGB6529	1	f__Bacteroidaceae
FGB6530	1	f__Marinilabiliaceae
FGB6531	1	f__Marinilabiliaceae
FGB6532	1	f__Flavobacteriaceae
FGB6539	1	f__Flavobacteriaceae
FGB6540	1	f__Flavobacteriaceae
FGB6549	1	f__Flavobacteriaceae
FGB6555	1	f__Sphingobacteriaceae
FGB6560	1	f__Sphingobacteriaceae
FGB6561	1	f__Sphingobacteriaceae
FGB6564	1	f__Planctomycetaceae
FGB6565	1	f__Planctomycetaceae
FGB6567	1	f__Persicobacteraceae
FGB6568	1	f__Cyclobacteriaceae
FGB6574	1	f__Cytophagaceae
FGB6575	1	f__Cytophagaceae
FGB6579	1	f__Cytophagaceae
FGB6581	1	f__Flammeovirgaceae
FGB6590	1	f__Hymenobacteraceae
FGB6591	1	f__Hymenobacteraceae
FGB6592	1	f__Chitinophagaceae
FGB6593	1	f__Chitinophagaceae
FGB6594	1	f__Chitinophagaceae
FGB6600	1	f__Mycoplasmataceae
FGB6606	1	f__Nautiliaceae
FGB6611	1	f__Deferribacteraceae
FGB6616	1	f__Desulfurellaceae
FGB6618	1	f__Hydrogenothermaceae
FGB6621	1	f__Verrucomicrobiaceae
FGB6623	2	f__Verrucomicrobiaceae,f__Verrucomicrobia_unclassified
FGB6624	1	f__Methylacidiphilaceae
FGB6629	1	f__Candidatus_Marinimicrobia_unclassified
FGB6641	1	f__Lachnospiraceae
FGB6642	1	f__Lachnospiraceae
FGB6643	1	f__Lachnospiraceae
FGB6644	1	f__Lachnospiraceae
FGB6645	2	f__Lachnospiraceae,f__Eubacteriaceae
FGB6646	1	f__Lachnospiraceae
FGB6647	1	f__Syntrophobacteraceae
FGB6649	1	f__Lewinellaceae
FGB6650	1	f__Lewinellaceae
FGB6655	1	f__Thermogemmatisporaceae
FGB6656	1	f__Dictyobacteraceae
FGB6663	1	f__Succinivibrionaceae
FGB6666	1	f__Spirochaetaceae
FGB6672	1	f__Spirochaetaceae
FGB6675	2	f__Acholeplasmataceae,f__Tenericutes_unclassified
